,Lon,Lat,grid_coords
3370,-81.875,14.625,"(58, 46)"
3371,-81.875,14.875,"(59, 46)"
3372,-81.875,15.125,"(60, 46)"
3373,-81.875,15.375,"(61, 46)"
3374,-81.875,15.625,"(62, 46)"
3375,-81.875,15.875,"(63, 46)"
3376,-81.875,16.125,"(64, 46)"
3377,-81.875,16.375,"(65, 46)"
3378,-81.875,16.625,"(66, 46)"
3379,-81.875,16.875,"(67, 46)"
3380,-81.875,17.125,"(68, 46)"
3381,-81.875,17.375,"(69, 46)"
3382,-81.875,17.625,"(70, 46)"
3383,-81.875,17.875,"(71, 46)"
3384,-81.625,0.125,"(0, 47)"
3385,-81.625,0.375,"(1, 47)"
3386,-81.625,0.625,"(2, 47)"
3387,-81.625,0.875,"(3, 47)"
3388,-81.625,1.125,"(4, 47)"
3389,-81.625,1.375,"(5, 47)"
3390,-81.625,1.625,"(6, 47)"
3391,-81.625,1.875,"(7, 47)"
3392,-81.625,2.125,"(8, 47)"
3393,-81.625,2.375,"(9, 47)"
3394,-81.625,2.625,"(10, 47)"
3395,-81.625,2.875,"(11, 47)"
3396,-81.625,3.125,"(12, 47)"
3397,-81.625,3.375,"(13, 47)"
3398,-81.625,3.625,"(14, 47)"
3399,-81.625,3.875,"(15, 47)"
3400,-81.625,4.125,"(16, 47)"
3401,-81.625,4.375,"(17, 47)"
3402,-81.625,4.625,"(18, 47)"
3403,-81.625,4.875,"(19, 47)"
3404,-81.625,5.125,"(20, 47)"
3405,-81.625,5.375,"(21, 47)"
3406,-81.625,5.625,"(22, 47)"
3407,-81.625,5.875,"(23, 47)"
3408,-81.625,6.125,"(24, 47)"
3409,-81.625,6.375,"(25, 47)"
3410,-81.625,6.625,"(26, 47)"
3411,-81.625,6.875,"(27, 47)"
3412,-81.625,7.125,"(28, 47)"
3413,-81.625,7.375,"(29, 47)"
3414,-81.625,7.625,"(30, 47)"
3415,-81.625,7.875,"(31, 47)"
3416,-81.625,8.125,"(32, 47)"
3417,-81.625,8.375,"(33, 47)"
3418,-81.625,8.625,"(34, 47)"
3419,-81.625,8.875,"(35, 47)"
3420,-81.625,9.125,"(36, 47)"
3421,-81.625,9.375,"(37, 47)"
3422,-81.625,9.625,"(38, 47)"
3423,-81.625,9.875,"(39, 47)"
3424,-81.625,10.125,"(40, 47)"
3425,-81.625,10.375,"(41, 47)"
3426,-81.625,10.625,"(42, 47)"
3427,-81.625,10.875,"(43, 47)"
3428,-81.625,11.125,"(44, 47)"
3429,-81.625,11.375,"(45, 47)"
3430,-81.625,11.625,"(46, 47)"
3431,-81.625,11.875,"(47, 47)"
3432,-81.625,12.125,"(48, 47)"
3433,-81.625,12.375,"(49, 47)"
3434,-81.625,12.625,"(50, 47)"
3435,-81.625,12.875,"(51, 47)"
3436,-81.625,13.125,"(52, 47)"
3437,-81.625,13.375,"(53, 47)"
3438,-81.625,13.625,"(54, 47)"
3439,-81.625,13.875,"(55, 47)"
3440,-81.625,14.125,"(56, 47)"
3441,-81.625,14.375,"(57, 47)"
3442,-81.625,14.625,"(58, 47)"
3443,-81.625,14.875,"(59, 47)"
3444,-81.625,15.125,"(60, 47)"
3445,-81.625,15.375,"(61, 47)"
3446,-81.625,15.625,"(62, 47)"
3447,-81.625,15.875,"(63, 47)"
3448,-81.625,16.125,"(64, 47)"
3449,-81.625,16.375,"(65, 47)"
3450,-81.625,16.625,"(66, 47)"
3451,-81.625,16.875,"(67, 47)"
3452,-81.625,17.125,"(68, 47)"
3453,-81.625,17.375,"(69, 47)"
3454,-81.625,17.625,"(70, 47)"
3455,-81.625,17.875,"(71, 47)"
3456,-81.375,0.125,"(0, 48)"
3457,-81.375,0.375,"(1, 48)"
3458,-81.375,0.625,"(2, 48)"
3459,-81.375,0.875,"(3, 48)"
3460,-81.375,1.125,"(4, 48)"
3461,-81.375,1.375,"(5, 48)"
3462,-81.375,1.625,"(6, 48)"
3463,-81.375,1.875,"(7, 48)"
3464,-81.375,2.125,"(8, 48)"
3465,-81.375,2.375,"(9, 48)"
3466,-81.375,2.625,"(10, 48)"
3467,-81.375,2.875,"(11, 48)"
3468,-81.375,3.125,"(12, 48)"
3469,-81.375,3.375,"(13, 48)"
3470,-81.375,3.625,"(14, 48)"
3471,-81.375,3.875,"(15, 48)"
3472,-81.375,4.125,"(16, 48)"
3473,-81.375,4.375,"(17, 48)"
3474,-81.375,4.625,"(18, 48)"
3475,-81.375,4.875,"(19, 48)"
3476,-81.375,5.125,"(20, 48)"
3477,-81.375,5.375,"(21, 48)"
3478,-81.375,5.625,"(22, 48)"
3479,-81.375,5.875,"(23, 48)"
3480,-81.375,6.125,"(24, 48)"
3481,-81.375,6.375,"(25, 48)"
3482,-81.375,6.625,"(26, 48)"
3483,-81.375,6.875,"(27, 48)"
3484,-81.375,7.125,"(28, 48)"
3485,-81.375,7.375,"(29, 48)"
3486,-81.375,7.625,"(30, 48)"
3487,-81.375,7.875,"(31, 48)"
3488,-81.375,8.125,"(32, 48)"
3489,-81.375,8.375,"(33, 48)"
3490,-81.375,8.625,"(34, 48)"
3491,-81.375,8.875,"(35, 48)"
3492,-81.375,9.125,"(36, 48)"
3493,-81.375,9.375,"(37, 48)"
3494,-81.375,9.625,"(38, 48)"
3495,-81.375,9.875,"(39, 48)"
3496,-81.375,10.125,"(40, 48)"
3497,-81.375,10.375,"(41, 48)"
3498,-81.375,10.625,"(42, 48)"
3499,-81.375,10.875,"(43, 48)"
3500,-81.375,11.125,"(44, 48)"
3501,-81.375,11.375,"(45, 48)"
3502,-81.375,11.625,"(46, 48)"
3503,-81.375,11.875,"(47, 48)"
3504,-81.375,12.125,"(48, 48)"
3505,-81.375,12.375,"(49, 48)"
3506,-81.375,12.625,"(50, 48)"
3507,-81.375,12.875,"(51, 48)"
3508,-81.375,13.125,"(52, 48)"
3509,-81.375,13.375,"(53, 48)"
3510,-81.375,13.625,"(54, 48)"
3511,-81.375,13.875,"(55, 48)"
3512,-81.375,14.125,"(56, 48)"
3513,-81.375,14.375,"(57, 48)"
3514,-81.375,14.625,"(58, 48)"
3515,-81.375,14.875,"(59, 48)"
3516,-81.375,15.125,"(60, 48)"
3517,-81.375,15.375,"(61, 48)"
3518,-81.375,15.625,"(62, 48)"
3519,-81.375,15.875,"(63, 48)"
3520,-81.375,16.125,"(64, 48)"
3521,-81.375,16.375,"(65, 48)"
3522,-81.375,16.625,"(66, 48)"
3523,-81.375,16.875,"(67, 48)"
3524,-81.375,17.125,"(68, 48)"
3525,-81.375,17.375,"(69, 48)"
3526,-81.375,17.625,"(70, 48)"
3527,-81.375,17.875,"(71, 48)"
3528,-81.125,0.125,"(0, 49)"
3529,-81.125,0.375,"(1, 49)"
3530,-81.125,0.625,"(2, 49)"
3531,-81.125,0.875,"(3, 49)"
3532,-81.125,1.125,"(4, 49)"
3533,-81.125,1.375,"(5, 49)"
3534,-81.125,1.625,"(6, 49)"
3535,-81.125,1.875,"(7, 49)"
3536,-81.125,2.125,"(8, 49)"
3537,-81.125,2.375,"(9, 49)"
3538,-81.125,2.625,"(10, 49)"
3539,-81.125,2.875,"(11, 49)"
3540,-81.125,3.125,"(12, 49)"
3541,-81.125,3.375,"(13, 49)"
3542,-81.125,3.625,"(14, 49)"
3543,-81.125,3.875,"(15, 49)"
3544,-81.125,4.125,"(16, 49)"
3545,-81.125,4.375,"(17, 49)"
3546,-81.125,4.625,"(18, 49)"
3547,-81.125,4.875,"(19, 49)"
3548,-81.125,5.125,"(20, 49)"
3549,-81.125,5.375,"(21, 49)"
3550,-81.125,5.625,"(22, 49)"
3551,-81.125,5.875,"(23, 49)"
3552,-81.125,6.125,"(24, 49)"
3553,-81.125,6.375,"(25, 49)"
3554,-81.125,6.625,"(26, 49)"
3555,-81.125,6.875,"(27, 49)"
3556,-81.125,7.125,"(28, 49)"
3557,-81.125,7.375,"(29, 49)"
3558,-81.125,7.625,"(30, 49)"
3559,-81.125,7.875,"(31, 49)"
3560,-81.125,8.125,"(32, 49)"
3561,-81.125,8.375,"(33, 49)"
3562,-81.125,8.625,"(34, 49)"
3563,-81.125,8.875,"(35, 49)"
3564,-81.125,9.125,"(36, 49)"
3565,-81.125,9.375,"(37, 49)"
3566,-81.125,9.625,"(38, 49)"
3567,-81.125,9.875,"(39, 49)"
3568,-81.125,10.125,"(40, 49)"
3569,-81.125,10.375,"(41, 49)"
3570,-81.125,10.625,"(42, 49)"
3571,-81.125,10.875,"(43, 49)"
3572,-81.125,11.125,"(44, 49)"
3573,-81.125,11.375,"(45, 49)"
3574,-81.125,11.625,"(46, 49)"
3575,-81.125,11.875,"(47, 49)"
3576,-81.125,12.125,"(48, 49)"
3577,-81.125,12.375,"(49, 49)"
3578,-81.125,12.625,"(50, 49)"
3579,-81.125,12.875,"(51, 49)"
3580,-81.125,13.125,"(52, 49)"
3581,-81.125,13.375,"(53, 49)"
3582,-81.125,13.625,"(54, 49)"
3583,-81.125,13.875,"(55, 49)"
3584,-81.125,14.125,"(56, 49)"
3585,-81.125,14.375,"(57, 49)"
3586,-81.125,14.625,"(58, 49)"
3587,-81.125,14.875,"(59, 49)"
3588,-81.125,15.125,"(60, 49)"
3589,-81.125,15.375,"(61, 49)"
3590,-81.125,15.625,"(62, 49)"
3591,-81.125,15.875,"(63, 49)"
3592,-81.125,16.125,"(64, 49)"
3593,-81.125,16.375,"(65, 49)"
3594,-81.125,16.625,"(66, 49)"
3595,-81.125,16.875,"(67, 49)"
3596,-81.125,17.125,"(68, 49)"
3597,-81.125,17.375,"(69, 49)"
3598,-81.125,17.625,"(70, 49)"
3599,-81.125,17.875,"(71, 49)"
3600,-80.875,0.125,"(0, 50)"
3601,-80.875,0.375,"(1, 50)"
3602,-80.875,0.625,"(2, 50)"
3603,-80.875,0.875,"(3, 50)"
3604,-80.875,1.125,"(4, 50)"
3605,-80.875,1.375,"(5, 50)"
3606,-80.875,1.625,"(6, 50)"
3607,-80.875,1.875,"(7, 50)"
3608,-80.875,2.125,"(8, 50)"
3609,-80.875,2.375,"(9, 50)"
3610,-80.875,2.625,"(10, 50)"
3611,-80.875,2.875,"(11, 50)"
3612,-80.875,3.125,"(12, 50)"
3613,-80.875,3.375,"(13, 50)"
3614,-80.875,3.625,"(14, 50)"
3615,-80.875,3.875,"(15, 50)"
3616,-80.875,4.125,"(16, 50)"
3617,-80.875,4.375,"(17, 50)"
3618,-80.875,4.625,"(18, 50)"
3619,-80.875,4.875,"(19, 50)"
3620,-80.875,5.125,"(20, 50)"
3621,-80.875,5.375,"(21, 50)"
3622,-80.875,5.625,"(22, 50)"
3623,-80.875,5.875,"(23, 50)"
3624,-80.875,6.125,"(24, 50)"
3625,-80.875,6.375,"(25, 50)"
3626,-80.875,6.625,"(26, 50)"
3627,-80.875,6.875,"(27, 50)"
3628,-80.875,7.125,"(28, 50)"
3629,-80.875,7.375,"(29, 50)"
3630,-80.875,7.625,"(30, 50)"
3631,-80.875,7.875,"(31, 50)"
3632,-80.875,8.125,"(32, 50)"
3633,-80.875,8.375,"(33, 50)"
3634,-80.875,8.625,"(34, 50)"
3635,-80.875,8.875,"(35, 50)"
3636,-80.875,9.125,"(36, 50)"
3637,-80.875,9.375,"(37, 50)"
3638,-80.875,9.625,"(38, 50)"
3639,-80.875,9.875,"(39, 50)"
3640,-80.875,10.125,"(40, 50)"
3641,-80.875,10.375,"(41, 50)"
3642,-80.875,10.625,"(42, 50)"
3643,-80.875,10.875,"(43, 50)"
3644,-80.875,11.125,"(44, 50)"
3645,-80.875,11.375,"(45, 50)"
3646,-80.875,11.625,"(46, 50)"
3647,-80.875,11.875,"(47, 50)"
3648,-80.875,12.125,"(48, 50)"
3649,-80.875,12.375,"(49, 50)"
3650,-80.875,12.625,"(50, 50)"
3651,-80.875,12.875,"(51, 50)"
3652,-80.875,13.125,"(52, 50)"
3653,-80.875,13.375,"(53, 50)"
3654,-80.875,13.625,"(54, 50)"
3655,-80.875,13.875,"(55, 50)"
3656,-80.875,14.125,"(56, 50)"
3657,-80.875,14.375,"(57, 50)"
3658,-80.875,14.625,"(58, 50)"
3659,-80.875,14.875,"(59, 50)"
3660,-80.875,15.125,"(60, 50)"
3661,-80.875,15.375,"(61, 50)"
3662,-80.875,15.625,"(62, 50)"
3663,-80.875,15.875,"(63, 50)"
3664,-80.875,16.125,"(64, 50)"
3665,-80.875,16.375,"(65, 50)"
3666,-80.875,16.625,"(66, 50)"
3667,-80.875,16.875,"(67, 50)"
3668,-80.875,17.125,"(68, 50)"
3669,-80.875,17.375,"(69, 50)"
3670,-80.875,17.625,"(70, 50)"
3671,-80.875,17.875,"(71, 50)"
3672,-80.625,0.125,"(0, 51)"
3673,-80.625,0.375,"(1, 51)"
3674,-80.625,0.625,"(2, 51)"
3675,-80.625,0.875,"(3, 51)"
3676,-80.625,1.125,"(4, 51)"
3677,-80.625,1.375,"(5, 51)"
3678,-80.625,1.625,"(6, 51)"
3679,-80.625,1.875,"(7, 51)"
3680,-80.625,2.125,"(8, 51)"
3681,-80.625,2.375,"(9, 51)"
3682,-80.625,2.625,"(10, 51)"
3683,-80.625,2.875,"(11, 51)"
3684,-80.625,3.125,"(12, 51)"
3685,-80.625,3.375,"(13, 51)"
3686,-80.625,3.625,"(14, 51)"
3687,-80.625,3.875,"(15, 51)"
3688,-80.625,4.125,"(16, 51)"
3689,-80.625,4.375,"(17, 51)"
3690,-80.625,4.625,"(18, 51)"
3691,-80.625,4.875,"(19, 51)"
3692,-80.625,5.125,"(20, 51)"
3693,-80.625,5.375,"(21, 51)"
3694,-80.625,5.625,"(22, 51)"
3695,-80.625,5.875,"(23, 51)"
3696,-80.625,6.125,"(24, 51)"
3697,-80.625,6.375,"(25, 51)"
3698,-80.625,6.625,"(26, 51)"
3699,-80.625,6.875,"(27, 51)"
3700,-80.625,7.125,"(28, 51)"
3701,-80.625,7.375,"(29, 51)"
3702,-80.625,7.625,"(30, 51)"
3703,-80.625,7.875,"(31, 51)"
3704,-80.625,8.125,"(32, 51)"
3705,-80.625,8.375,"(33, 51)"
3706,-80.625,8.625,"(34, 51)"
3707,-80.625,8.875,"(35, 51)"
3708,-80.625,9.125,"(36, 51)"
3709,-80.625,9.375,"(37, 51)"
3710,-80.625,9.625,"(38, 51)"
3711,-80.625,9.875,"(39, 51)"
3712,-80.625,10.125,"(40, 51)"
3713,-80.625,10.375,"(41, 51)"
3714,-80.625,10.625,"(42, 51)"
3715,-80.625,10.875,"(43, 51)"
3716,-80.625,11.125,"(44, 51)"
3717,-80.625,11.375,"(45, 51)"
3718,-80.625,11.625,"(46, 51)"
3719,-80.625,11.875,"(47, 51)"
3720,-80.625,12.125,"(48, 51)"
3721,-80.625,12.375,"(49, 51)"
3722,-80.625,12.625,"(50, 51)"
3723,-80.625,12.875,"(51, 51)"
3724,-80.625,13.125,"(52, 51)"
3725,-80.625,13.375,"(53, 51)"
3726,-80.625,13.625,"(54, 51)"
3727,-80.625,13.875,"(55, 51)"
3728,-80.625,14.125,"(56, 51)"
3729,-80.625,14.375,"(57, 51)"
3730,-80.625,14.625,"(58, 51)"
3731,-80.625,14.875,"(59, 51)"
3732,-80.625,15.125,"(60, 51)"
3733,-80.625,15.375,"(61, 51)"
3734,-80.625,15.625,"(62, 51)"
3735,-80.625,15.875,"(63, 51)"
3736,-80.625,16.125,"(64, 51)"
3737,-80.625,16.375,"(65, 51)"
3738,-80.625,16.625,"(66, 51)"
3739,-80.625,16.875,"(67, 51)"
3740,-80.625,17.125,"(68, 51)"
3741,-80.625,17.375,"(69, 51)"
3742,-80.625,17.625,"(70, 51)"
3743,-80.625,17.875,"(71, 51)"
3744,-80.375,0.125,"(0, 52)"
3745,-80.375,0.375,"(1, 52)"
3746,-80.375,0.625,"(2, 52)"
3747,-80.375,0.875,"(3, 52)"
3748,-80.375,1.125,"(4, 52)"
3749,-80.375,1.375,"(5, 52)"
3750,-80.375,1.625,"(6, 52)"
3751,-80.375,1.875,"(7, 52)"
3752,-80.375,2.125,"(8, 52)"
3753,-80.375,2.375,"(9, 52)"
3754,-80.375,2.625,"(10, 52)"
3755,-80.375,2.875,"(11, 52)"
3756,-80.375,3.125,"(12, 52)"
3757,-80.375,3.375,"(13, 52)"
3758,-80.375,3.625,"(14, 52)"
3759,-80.375,3.875,"(15, 52)"
3760,-80.375,4.125,"(16, 52)"
3761,-80.375,4.375,"(17, 52)"
3762,-80.375,4.625,"(18, 52)"
3763,-80.375,4.875,"(19, 52)"
3764,-80.375,5.125,"(20, 52)"
3765,-80.375,5.375,"(21, 52)"
3766,-80.375,5.625,"(22, 52)"
3767,-80.375,5.875,"(23, 52)"
3768,-80.375,6.125,"(24, 52)"
3769,-80.375,6.375,"(25, 52)"
3770,-80.375,6.625,"(26, 52)"
3771,-80.375,6.875,"(27, 52)"
3772,-80.375,7.125,"(28, 52)"
3773,-80.375,7.375,"(29, 52)"
3774,-80.375,7.625,"(30, 52)"
3775,-80.375,7.875,"(31, 52)"
3776,-80.375,8.125,"(32, 52)"
3777,-80.375,8.375,"(33, 52)"
3778,-80.375,8.625,"(34, 52)"
3779,-80.375,8.875,"(35, 52)"
3780,-80.375,9.125,"(36, 52)"
3781,-80.375,9.375,"(37, 52)"
3782,-80.375,9.625,"(38, 52)"
3783,-80.375,9.875,"(39, 52)"
3784,-80.375,10.125,"(40, 52)"
3785,-80.375,10.375,"(41, 52)"
3786,-80.375,10.625,"(42, 52)"
3787,-80.375,10.875,"(43, 52)"
3788,-80.375,11.125,"(44, 52)"
3789,-80.375,11.375,"(45, 52)"
3790,-80.375,11.625,"(46, 52)"
3791,-80.375,11.875,"(47, 52)"
3792,-80.375,12.125,"(48, 52)"
3793,-80.375,12.375,"(49, 52)"
3794,-80.375,12.625,"(50, 52)"
3795,-80.375,12.875,"(51, 52)"
3796,-80.375,13.125,"(52, 52)"
3797,-80.375,13.375,"(53, 52)"
3798,-80.375,13.625,"(54, 52)"
3799,-80.375,13.875,"(55, 52)"
3800,-80.375,14.125,"(56, 52)"
3801,-80.375,14.375,"(57, 52)"
3802,-80.375,14.625,"(58, 52)"
3803,-80.375,14.875,"(59, 52)"
3804,-80.375,15.125,"(60, 52)"
3805,-80.375,15.375,"(61, 52)"
3806,-80.375,15.625,"(62, 52)"
3807,-80.375,15.875,"(63, 52)"
3808,-80.375,16.125,"(64, 52)"
3809,-80.375,16.375,"(65, 52)"
3810,-80.375,16.625,"(66, 52)"
3811,-80.375,16.875,"(67, 52)"
3812,-80.375,17.125,"(68, 52)"
3813,-80.375,17.375,"(69, 52)"
3814,-80.375,17.625,"(70, 52)"
3815,-80.375,17.875,"(71, 52)"
3816,-80.125,0.125,"(0, 53)"
3817,-80.125,0.375,"(1, 53)"
3818,-80.125,0.625,"(2, 53)"
3819,-80.125,0.875,"(3, 53)"
3820,-80.125,1.125,"(4, 53)"
3821,-80.125,1.375,"(5, 53)"
3822,-80.125,1.625,"(6, 53)"
3823,-80.125,1.875,"(7, 53)"
3824,-80.125,2.125,"(8, 53)"
3825,-80.125,2.375,"(9, 53)"
3826,-80.125,2.625,"(10, 53)"
3827,-80.125,2.875,"(11, 53)"
3828,-80.125,3.125,"(12, 53)"
3829,-80.125,3.375,"(13, 53)"
3830,-80.125,3.625,"(14, 53)"
3831,-80.125,3.875,"(15, 53)"
3832,-80.125,4.125,"(16, 53)"
3833,-80.125,4.375,"(17, 53)"
3834,-80.125,4.625,"(18, 53)"
3835,-80.125,4.875,"(19, 53)"
3836,-80.125,5.125,"(20, 53)"
3837,-80.125,5.375,"(21, 53)"
3838,-80.125,5.625,"(22, 53)"
3839,-80.125,5.875,"(23, 53)"
3840,-80.125,6.125,"(24, 53)"
3841,-80.125,6.375,"(25, 53)"
3842,-80.125,6.625,"(26, 53)"
3843,-80.125,6.875,"(27, 53)"
3844,-80.125,7.125,"(28, 53)"
3845,-80.125,7.375,"(29, 53)"
3846,-80.125,7.625,"(30, 53)"
3847,-80.125,7.875,"(31, 53)"
3848,-80.125,8.125,"(32, 53)"
3849,-80.125,8.375,"(33, 53)"
3850,-80.125,8.625,"(34, 53)"
3851,-80.125,8.875,"(35, 53)"
3852,-80.125,9.125,"(36, 53)"
3853,-80.125,9.375,"(37, 53)"
3854,-80.125,9.625,"(38, 53)"
3855,-80.125,9.875,"(39, 53)"
3856,-80.125,10.125,"(40, 53)"
3857,-80.125,10.375,"(41, 53)"
3858,-80.125,10.625,"(42, 53)"
3859,-80.125,10.875,"(43, 53)"
3860,-80.125,11.125,"(44, 53)"
3861,-80.125,11.375,"(45, 53)"
3862,-80.125,11.625,"(46, 53)"
3863,-80.125,11.875,"(47, 53)"
3864,-80.125,12.125,"(48, 53)"
3865,-80.125,12.375,"(49, 53)"
3866,-80.125,12.625,"(50, 53)"
3867,-80.125,12.875,"(51, 53)"
3868,-80.125,13.125,"(52, 53)"
3869,-80.125,13.375,"(53, 53)"
3870,-80.125,13.625,"(54, 53)"
3871,-80.125,13.875,"(55, 53)"
3872,-80.125,14.125,"(56, 53)"
3873,-80.125,14.375,"(57, 53)"
3874,-80.125,14.625,"(58, 53)"
3875,-80.125,14.875,"(59, 53)"
3876,-80.125,15.125,"(60, 53)"
3877,-80.125,15.375,"(61, 53)"
3878,-80.125,15.625,"(62, 53)"
3879,-80.125,15.875,"(63, 53)"
3880,-80.125,16.125,"(64, 53)"
3881,-80.125,16.375,"(65, 53)"
3882,-80.125,16.625,"(66, 53)"
3883,-80.125,16.875,"(67, 53)"
3884,-80.125,17.125,"(68, 53)"
3885,-80.125,17.375,"(69, 53)"
3886,-80.125,17.625,"(70, 53)"
3887,-80.125,17.875,"(71, 53)"
3888,-79.875,0.125,"(0, 54)"
3889,-79.875,0.375,"(1, 54)"
3890,-79.875,0.625,"(2, 54)"
3891,-79.875,0.875,"(3, 54)"
3892,-79.875,1.125,"(4, 54)"
3893,-79.875,1.375,"(5, 54)"
3894,-79.875,1.625,"(6, 54)"
3895,-79.875,1.875,"(7, 54)"
3896,-79.875,2.125,"(8, 54)"
3897,-79.875,2.375,"(9, 54)"
3898,-79.875,2.625,"(10, 54)"
3899,-79.875,2.875,"(11, 54)"
3900,-79.875,3.125,"(12, 54)"
3901,-79.875,3.375,"(13, 54)"
3902,-79.875,3.625,"(14, 54)"
3903,-79.875,3.875,"(15, 54)"
3904,-79.875,4.125,"(16, 54)"
3905,-79.875,4.375,"(17, 54)"
3906,-79.875,4.625,"(18, 54)"
3907,-79.875,4.875,"(19, 54)"
3908,-79.875,5.125,"(20, 54)"
3909,-79.875,5.375,"(21, 54)"
3910,-79.875,5.625,"(22, 54)"
3911,-79.875,5.875,"(23, 54)"
3912,-79.875,6.125,"(24, 54)"
3913,-79.875,6.375,"(25, 54)"
3914,-79.875,6.625,"(26, 54)"
3915,-79.875,6.875,"(27, 54)"
3916,-79.875,7.125,"(28, 54)"
3917,-79.875,7.375,"(29, 54)"
3918,-79.875,7.625,"(30, 54)"
3919,-79.875,7.875,"(31, 54)"
3920,-79.875,8.125,"(32, 54)"
3921,-79.875,8.375,"(33, 54)"
3922,-79.875,8.625,"(34, 54)"
3923,-79.875,8.875,"(35, 54)"
3924,-79.875,9.125,"(36, 54)"
3925,-79.875,9.375,"(37, 54)"
3926,-79.875,9.625,"(38, 54)"
3927,-79.875,9.875,"(39, 54)"
3928,-79.875,10.125,"(40, 54)"
3929,-79.875,10.375,"(41, 54)"
3930,-79.875,10.625,"(42, 54)"
3931,-79.875,10.875,"(43, 54)"
3932,-79.875,11.125,"(44, 54)"
3933,-79.875,11.375,"(45, 54)"
3934,-79.875,11.625,"(46, 54)"
3935,-79.875,11.875,"(47, 54)"
3936,-79.875,12.125,"(48, 54)"
3937,-79.875,12.375,"(49, 54)"
3938,-79.875,12.625,"(50, 54)"
3939,-79.875,12.875,"(51, 54)"
3940,-79.875,13.125,"(52, 54)"
3941,-79.875,13.375,"(53, 54)"
3942,-79.875,13.625,"(54, 54)"
3943,-79.875,13.875,"(55, 54)"
3944,-79.875,14.125,"(56, 54)"
3945,-79.875,14.375,"(57, 54)"
3946,-79.875,14.625,"(58, 54)"
3947,-79.875,14.875,"(59, 54)"
3948,-79.875,15.125,"(60, 54)"
3949,-79.875,15.375,"(61, 54)"
3950,-79.875,15.625,"(62, 54)"
3951,-79.875,15.875,"(63, 54)"
3952,-79.875,16.125,"(64, 54)"
3953,-79.875,16.375,"(65, 54)"
3954,-79.875,16.625,"(66, 54)"
3955,-79.875,16.875,"(67, 54)"
3956,-79.875,17.125,"(68, 54)"
3957,-79.875,17.375,"(69, 54)"
3958,-79.875,17.625,"(70, 54)"
3959,-79.875,17.875,"(71, 54)"
3960,-79.625,0.125,"(0, 55)"
3961,-79.625,0.375,"(1, 55)"
3962,-79.625,0.625,"(2, 55)"
3963,-79.625,0.875,"(3, 55)"
3964,-79.625,1.125,"(4, 55)"
3965,-79.625,1.375,"(5, 55)"
3966,-79.625,1.625,"(6, 55)"
3967,-79.625,1.875,"(7, 55)"
3968,-79.625,2.125,"(8, 55)"
3969,-79.625,2.375,"(9, 55)"
3970,-79.625,2.625,"(10, 55)"
3971,-79.625,2.875,"(11, 55)"
3972,-79.625,3.125,"(12, 55)"
3973,-79.625,3.375,"(13, 55)"
3974,-79.625,3.625,"(14, 55)"
3975,-79.625,3.875,"(15, 55)"
3976,-79.625,4.125,"(16, 55)"
3977,-79.625,4.375,"(17, 55)"
3978,-79.625,4.625,"(18, 55)"
3979,-79.625,4.875,"(19, 55)"
3980,-79.625,5.125,"(20, 55)"
3981,-79.625,5.375,"(21, 55)"
3982,-79.625,5.625,"(22, 55)"
3983,-79.625,5.875,"(23, 55)"
3984,-79.625,6.125,"(24, 55)"
3985,-79.625,6.375,"(25, 55)"
3986,-79.625,6.625,"(26, 55)"
3987,-79.625,6.875,"(27, 55)"
3988,-79.625,7.125,"(28, 55)"
3989,-79.625,7.375,"(29, 55)"
3990,-79.625,7.625,"(30, 55)"
3991,-79.625,7.875,"(31, 55)"
3992,-79.625,8.125,"(32, 55)"
3993,-79.625,8.375,"(33, 55)"
3994,-79.625,8.625,"(34, 55)"
3995,-79.625,8.875,"(35, 55)"
3996,-79.625,9.125,"(36, 55)"
3997,-79.625,9.375,"(37, 55)"
3998,-79.625,9.625,"(38, 55)"
3999,-79.625,9.875,"(39, 55)"
4000,-79.625,10.125,"(40, 55)"
4001,-79.625,10.375,"(41, 55)"
4002,-79.625,10.625,"(42, 55)"
4003,-79.625,10.875,"(43, 55)"
4004,-79.625,11.125,"(44, 55)"
4005,-79.625,11.375,"(45, 55)"
4006,-79.625,11.625,"(46, 55)"
4007,-79.625,11.875,"(47, 55)"
4008,-79.625,12.125,"(48, 55)"
4009,-79.625,12.375,"(49, 55)"
4010,-79.625,12.625,"(50, 55)"
4011,-79.625,12.875,"(51, 55)"
4012,-79.625,13.125,"(52, 55)"
4013,-79.625,13.375,"(53, 55)"
4014,-79.625,13.625,"(54, 55)"
4015,-79.625,13.875,"(55, 55)"
4016,-79.625,14.125,"(56, 55)"
4017,-79.625,14.375,"(57, 55)"
4018,-79.625,14.625,"(58, 55)"
4019,-79.625,14.875,"(59, 55)"
4020,-79.625,15.125,"(60, 55)"
4021,-79.625,15.375,"(61, 55)"
4022,-79.625,15.625,"(62, 55)"
4023,-79.625,15.875,"(63, 55)"
4024,-79.625,16.125,"(64, 55)"
4025,-79.625,16.375,"(65, 55)"
4026,-79.625,16.625,"(66, 55)"
4027,-79.625,16.875,"(67, 55)"
4028,-79.625,17.125,"(68, 55)"
4029,-79.625,17.375,"(69, 55)"
4030,-79.625,17.625,"(70, 55)"
4031,-79.625,17.875,"(71, 55)"
4032,-79.375,0.125,"(0, 56)"
4033,-79.375,0.375,"(1, 56)"
4034,-79.375,0.625,"(2, 56)"
