,Lon,Lat,grid_coords
2040,-86.375,6.125,"(24, 28)"
2041,-86.375,6.375,"(25, 28)"
2042,-86.375,6.625,"(26, 28)"
2043,-86.375,6.875,"(27, 28)"
2044,-86.375,7.125,"(28, 28)"
2045,-86.375,7.375,"(29, 28)"
2046,-86.375,7.625,"(30, 28)"
2047,-86.375,7.875,"(31, 28)"
2048,-86.375,8.125,"(32, 28)"
2049,-86.375,8.375,"(33, 28)"
2050,-86.375,8.625,"(34, 28)"
2051,-86.375,8.875,"(35, 28)"
2052,-86.375,9.125,"(36, 28)"
2053,-86.375,9.375,"(37, 28)"
2054,-86.375,9.625,"(38, 28)"
2055,-86.375,9.875,"(39, 28)"
2056,-86.375,10.125,"(40, 28)"
2057,-86.375,10.375,"(41, 28)"
2058,-86.375,10.625,"(42, 28)"
2059,-86.375,10.875,"(43, 28)"
2060,-86.375,11.125,"(44, 28)"
2061,-86.375,11.375,"(45, 28)"
2062,-86.375,11.625,"(46, 28)"
2063,-86.375,11.875,"(47, 28)"
2064,-86.375,12.125,"(48, 28)"
2065,-86.375,12.375,"(49, 28)"
2066,-86.375,12.625,"(50, 28)"
2067,-86.375,12.875,"(51, 28)"
2068,-86.375,13.125,"(52, 28)"
2069,-86.375,13.375,"(53, 28)"
2070,-86.375,13.625,"(54, 28)"
2071,-86.375,13.875,"(55, 28)"
2072,-86.375,14.125,"(56, 28)"
2073,-86.375,14.375,"(57, 28)"
2074,-86.375,14.625,"(58, 28)"
2075,-86.375,14.875,"(59, 28)"
2076,-86.375,15.125,"(60, 28)"
2077,-86.375,15.375,"(61, 28)"
2078,-86.375,15.625,"(62, 28)"
2079,-86.375,15.875,"(63, 28)"
2080,-86.375,16.125,"(64, 28)"
2081,-86.375,16.375,"(65, 28)"
2082,-86.375,16.625,"(66, 28)"
2083,-86.375,16.875,"(67, 28)"
2084,-86.375,17.125,"(68, 28)"
2085,-86.375,17.375,"(69, 28)"
2086,-86.375,17.625,"(70, 28)"
2087,-86.375,17.875,"(71, 28)"
2088,-86.125,0.125,"(0, 29)"
2089,-86.125,0.375,"(1, 29)"
2090,-86.125,0.625,"(2, 29)"
2091,-86.125,0.875,"(3, 29)"
2092,-86.125,1.125,"(4, 29)"
2093,-86.125,1.375,"(5, 29)"
2094,-86.125,1.625,"(6, 29)"
2095,-86.125,1.875,"(7, 29)"
2096,-86.125,2.125,"(8, 29)"
2097,-86.125,2.375,"(9, 29)"
2098,-86.125,2.625,"(10, 29)"
2099,-86.125,2.875,"(11, 29)"
2100,-86.125,3.125,"(12, 29)"
2101,-86.125,3.375,"(13, 29)"
2102,-86.125,3.625,"(14, 29)"
2103,-86.125,3.875,"(15, 29)"
2104,-86.125,4.125,"(16, 29)"
2105,-86.125,4.375,"(17, 29)"
2106,-86.125,4.625,"(18, 29)"
2107,-86.125,4.875,"(19, 29)"
2108,-86.125,5.125,"(20, 29)"
2109,-86.125,5.375,"(21, 29)"
2110,-86.125,5.625,"(22, 29)"
2111,-86.125,5.875,"(23, 29)"
2112,-86.125,6.125,"(24, 29)"
2113,-86.125,6.375,"(25, 29)"
2114,-86.125,6.625,"(26, 29)"
2115,-86.125,6.875,"(27, 29)"
2116,-86.125,7.125,"(28, 29)"
2117,-86.125,7.375,"(29, 29)"
2118,-86.125,7.625,"(30, 29)"
2119,-86.125,7.875,"(31, 29)"
2120,-86.125,8.125,"(32, 29)"
2121,-86.125,8.375,"(33, 29)"
2122,-86.125,8.625,"(34, 29)"
2123,-86.125,8.875,"(35, 29)"
2124,-86.125,9.125,"(36, 29)"
2125,-86.125,9.375,"(37, 29)"
2126,-86.125,9.625,"(38, 29)"
2127,-86.125,9.875,"(39, 29)"
2128,-86.125,10.125,"(40, 29)"
2129,-86.125,10.375,"(41, 29)"
2130,-86.125,10.625,"(42, 29)"
2131,-86.125,10.875,"(43, 29)"
2132,-86.125,11.125,"(44, 29)"
2133,-86.125,11.375,"(45, 29)"
2134,-86.125,11.625,"(46, 29)"
2135,-86.125,11.875,"(47, 29)"
2136,-86.125,12.125,"(48, 29)"
2137,-86.125,12.375,"(49, 29)"
2138,-86.125,12.625,"(50, 29)"
2139,-86.125,12.875,"(51, 29)"
2140,-86.125,13.125,"(52, 29)"
2141,-86.125,13.375,"(53, 29)"
2142,-86.125,13.625,"(54, 29)"
2143,-86.125,13.875,"(55, 29)"
2144,-86.125,14.125,"(56, 29)"
2145,-86.125,14.375,"(57, 29)"
2146,-86.125,14.625,"(58, 29)"
2147,-86.125,14.875,"(59, 29)"
2148,-86.125,15.125,"(60, 29)"
2149,-86.125,15.375,"(61, 29)"
2150,-86.125,15.625,"(62, 29)"
2151,-86.125,15.875,"(63, 29)"
2152,-86.125,16.125,"(64, 29)"
2153,-86.125,16.375,"(65, 29)"
2154,-86.125,16.625,"(66, 29)"
2155,-86.125,16.875,"(67, 29)"
2156,-86.125,17.125,"(68, 29)"
2157,-86.125,17.375,"(69, 29)"
2158,-86.125,17.625,"(70, 29)"
2159,-86.125,17.875,"(71, 29)"
2160,-85.875,0.125,"(0, 30)"
2161,-85.875,0.375,"(1, 30)"
2162,-85.875,0.625,"(2, 30)"
2163,-85.875,0.875,"(3, 30)"
2164,-85.875,1.125,"(4, 30)"
2165,-85.875,1.375,"(5, 30)"
2166,-85.875,1.625,"(6, 30)"
2167,-85.875,1.875,"(7, 30)"
2168,-85.875,2.125,"(8, 30)"
2169,-85.875,2.375,"(9, 30)"
2170,-85.875,2.625,"(10, 30)"
2171,-85.875,2.875,"(11, 30)"
2172,-85.875,3.125,"(12, 30)"
2173,-85.875,3.375,"(13, 30)"
2174,-85.875,3.625,"(14, 30)"
2175,-85.875,3.875,"(15, 30)"
2176,-85.875,4.125,"(16, 30)"
2177,-85.875,4.375,"(17, 30)"
2178,-85.875,4.625,"(18, 30)"
2179,-85.875,4.875,"(19, 30)"
2180,-85.875,5.125,"(20, 30)"
2181,-85.875,5.375,"(21, 30)"
2182,-85.875,5.625,"(22, 30)"
2183,-85.875,5.875,"(23, 30)"
2184,-85.875,6.125,"(24, 30)"
2185,-85.875,6.375,"(25, 30)"
2186,-85.875,6.625,"(26, 30)"
2187,-85.875,6.875,"(27, 30)"
2188,-85.875,7.125,"(28, 30)"
2189,-85.875,7.375,"(29, 30)"
2190,-85.875,7.625,"(30, 30)"
2191,-85.875,7.875,"(31, 30)"
2192,-85.875,8.125,"(32, 30)"
2193,-85.875,8.375,"(33, 30)"
2194,-85.875,8.625,"(34, 30)"
2195,-85.875,8.875,"(35, 30)"
2196,-85.875,9.125,"(36, 30)"
2197,-85.875,9.375,"(37, 30)"
2198,-85.875,9.625,"(38, 30)"
2199,-85.875,9.875,"(39, 30)"
2200,-85.875,10.125,"(40, 30)"
2201,-85.875,10.375,"(41, 30)"
2202,-85.875,10.625,"(42, 30)"
2203,-85.875,10.875,"(43, 30)"
2204,-85.875,11.125,"(44, 30)"
2205,-85.875,11.375,"(45, 30)"
2206,-85.875,11.625,"(46, 30)"
2207,-85.875,11.875,"(47, 30)"
2208,-85.875,12.125,"(48, 30)"
2209,-85.875,12.375,"(49, 30)"
2210,-85.875,12.625,"(50, 30)"
2211,-85.875,12.875,"(51, 30)"
2212,-85.875,13.125,"(52, 30)"
2213,-85.875,13.375,"(53, 30)"
2214,-85.875,13.625,"(54, 30)"
2215,-85.875,13.875,"(55, 30)"
2216,-85.875,14.125,"(56, 30)"
2217,-85.875,14.375,"(57, 30)"
2218,-85.875,14.625,"(58, 30)"
2219,-85.875,14.875,"(59, 30)"
2220,-85.875,15.125,"(60, 30)"
2221,-85.875,15.375,"(61, 30)"
2222,-85.875,15.625,"(62, 30)"
2223,-85.875,15.875,"(63, 30)"
2224,-85.875,16.125,"(64, 30)"
2225,-85.875,16.375,"(65, 30)"
2226,-85.875,16.625,"(66, 30)"
2227,-85.875,16.875,"(67, 30)"
2228,-85.875,17.125,"(68, 30)"
2229,-85.875,17.375,"(69, 30)"
2230,-85.875,17.625,"(70, 30)"
2231,-85.875,17.875,"(71, 30)"
2232,-85.625,0.125,"(0, 31)"
2233,-85.625,0.375,"(1, 31)"
2234,-85.625,0.625,"(2, 31)"
2235,-85.625,0.875,"(3, 31)"
2236,-85.625,1.125,"(4, 31)"
2237,-85.625,1.375,"(5, 31)"
2238,-85.625,1.625,"(6, 31)"
2239,-85.625,1.875,"(7, 31)"
2240,-85.625,2.125,"(8, 31)"
2241,-85.625,2.375,"(9, 31)"
2242,-85.625,2.625,"(10, 31)"
2243,-85.625,2.875,"(11, 31)"
2244,-85.625,3.125,"(12, 31)"
2245,-85.625,3.375,"(13, 31)"
2246,-85.625,3.625,"(14, 31)"
2247,-85.625,3.875,"(15, 31)"
2248,-85.625,4.125,"(16, 31)"
2249,-85.625,4.375,"(17, 31)"
2250,-85.625,4.625,"(18, 31)"
2251,-85.625,4.875,"(19, 31)"
2252,-85.625,5.125,"(20, 31)"
2253,-85.625,5.375,"(21, 31)"
2254,-85.625,5.625,"(22, 31)"
2255,-85.625,5.875,"(23, 31)"
2256,-85.625,6.125,"(24, 31)"
2257,-85.625,6.375,"(25, 31)"
2258,-85.625,6.625,"(26, 31)"
2259,-85.625,6.875,"(27, 31)"
2260,-85.625,7.125,"(28, 31)"
2261,-85.625,7.375,"(29, 31)"
2262,-85.625,7.625,"(30, 31)"
2263,-85.625,7.875,"(31, 31)"
2264,-85.625,8.125,"(32, 31)"
2265,-85.625,8.375,"(33, 31)"
2266,-85.625,8.625,"(34, 31)"
2267,-85.625,8.875,"(35, 31)"
2268,-85.625,9.125,"(36, 31)"
2269,-85.625,9.375,"(37, 31)"
2270,-85.625,9.625,"(38, 31)"
2271,-85.625,9.875,"(39, 31)"
2272,-85.625,10.125,"(40, 31)"
2273,-85.625,10.375,"(41, 31)"
2274,-85.625,10.625,"(42, 31)"
2275,-85.625,10.875,"(43, 31)"
2276,-85.625,11.125,"(44, 31)"
2277,-85.625,11.375,"(45, 31)"
2278,-85.625,11.625,"(46, 31)"
2279,-85.625,11.875,"(47, 31)"
2280,-85.625,12.125,"(48, 31)"
2281,-85.625,12.375,"(49, 31)"
2282,-85.625,12.625,"(50, 31)"
2283,-85.625,12.875,"(51, 31)"
2284,-85.625,13.125,"(52, 31)"
2285,-85.625,13.375,"(53, 31)"
2286,-85.625,13.625,"(54, 31)"
2287,-85.625,13.875,"(55, 31)"
2288,-85.625,14.125,"(56, 31)"
2289,-85.625,14.375,"(57, 31)"
2290,-85.625,14.625,"(58, 31)"
2291,-85.625,14.875,"(59, 31)"
2292,-85.625,15.125,"(60, 31)"
2293,-85.625,15.375,"(61, 31)"
2294,-85.625,15.625,"(62, 31)"
2295,-85.625,15.875,"(63, 31)"
2296,-85.625,16.125,"(64, 31)"
2297,-85.625,16.375,"(65, 31)"
2298,-85.625,16.625,"(66, 31)"
2299,-85.625,16.875,"(67, 31)"
2300,-85.625,17.125,"(68, 31)"
2301,-85.625,17.375,"(69, 31)"
2302,-85.625,17.625,"(70, 31)"
2303,-85.625,17.875,"(71, 31)"
2304,-85.375,0.125,"(0, 32)"
2305,-85.375,0.375,"(1, 32)"
2306,-85.375,0.625,"(2, 32)"
2307,-85.375,0.875,"(3, 32)"
2308,-85.375,1.125,"(4, 32)"
2309,-85.375,1.375,"(5, 32)"
2310,-85.375,1.625,"(6, 32)"
2311,-85.375,1.875,"(7, 32)"
2312,-85.375,2.125,"(8, 32)"
2313,-85.375,2.375,"(9, 32)"
2314,-85.375,2.625,"(10, 32)"
2315,-85.375,2.875,"(11, 32)"
2316,-85.375,3.125,"(12, 32)"
2317,-85.375,3.375,"(13, 32)"
2318,-85.375,3.625,"(14, 32)"
2319,-85.375,3.875,"(15, 32)"
2320,-85.375,4.125,"(16, 32)"
2321,-85.375,4.375,"(17, 32)"
2322,-85.375,4.625,"(18, 32)"
2323,-85.375,4.875,"(19, 32)"
2324,-85.375,5.125,"(20, 32)"
2325,-85.375,5.375,"(21, 32)"
2326,-85.375,5.625,"(22, 32)"
2327,-85.375,5.875,"(23, 32)"
2328,-85.375,6.125,"(24, 32)"
2329,-85.375,6.375,"(25, 32)"
2330,-85.375,6.625,"(26, 32)"
2331,-85.375,6.875,"(27, 32)"
2332,-85.375,7.125,"(28, 32)"
2333,-85.375,7.375,"(29, 32)"
2334,-85.375,7.625,"(30, 32)"
2335,-85.375,7.875,"(31, 32)"
2336,-85.375,8.125,"(32, 32)"
2337,-85.375,8.375,"(33, 32)"
2338,-85.375,8.625,"(34, 32)"
2339,-85.375,8.875,"(35, 32)"
2340,-85.375,9.125,"(36, 32)"
2341,-85.375,9.375,"(37, 32)"
2342,-85.375,9.625,"(38, 32)"
2343,-85.375,9.875,"(39, 32)"
2344,-85.375,10.125,"(40, 32)"
2345,-85.375,10.375,"(41, 32)"
2346,-85.375,10.625,"(42, 32)"
2347,-85.375,10.875,"(43, 32)"
2348,-85.375,11.125,"(44, 32)"
2349,-85.375,11.375,"(45, 32)"
2350,-85.375,11.625,"(46, 32)"
2351,-85.375,11.875,"(47, 32)"
2352,-85.375,12.125,"(48, 32)"
2353,-85.375,12.375,"(49, 32)"
2354,-85.375,12.625,"(50, 32)"
2355,-85.375,12.875,"(51, 32)"
2356,-85.375,13.125,"(52, 32)"
2357,-85.375,13.375,"(53, 32)"
2358,-85.375,13.625,"(54, 32)"
2359,-85.375,13.875,"(55, 32)"
2360,-85.375,14.125,"(56, 32)"
2361,-85.375,14.375,"(57, 32)"
2362,-85.375,14.625,"(58, 32)"
2363,-85.375,14.875,"(59, 32)"
2364,-85.375,15.125,"(60, 32)"
2365,-85.375,15.375,"(61, 32)"
2366,-85.375,15.625,"(62, 32)"
2367,-85.375,15.875,"(63, 32)"
2368,-85.375,16.125,"(64, 32)"
2369,-85.375,16.375,"(65, 32)"
2370,-85.375,16.625,"(66, 32)"
2371,-85.375,16.875,"(67, 32)"
2372,-85.375,17.125,"(68, 32)"
2373,-85.375,17.375,"(69, 32)"
2374,-85.375,17.625,"(70, 32)"
2375,-85.375,17.875,"(71, 32)"
2376,-85.125,0.125,"(0, 33)"
2377,-85.125,0.375,"(1, 33)"
2378,-85.125,0.625,"(2, 33)"
2379,-85.125,0.875,"(3, 33)"
2380,-85.125,1.125,"(4, 33)"
2381,-85.125,1.375,"(5, 33)"
2382,-85.125,1.625,"(6, 33)"
2383,-85.125,1.875,"(7, 33)"
2384,-85.125,2.125,"(8, 33)"
2385,-85.125,2.375,"(9, 33)"
2386,-85.125,2.625,"(10, 33)"
2387,-85.125,2.875,"(11, 33)"
2388,-85.125,3.125,"(12, 33)"
2389,-85.125,3.375,"(13, 33)"
2390,-85.125,3.625,"(14, 33)"
2391,-85.125,3.875,"(15, 33)"
2392,-85.125,4.125,"(16, 33)"
2393,-85.125,4.375,"(17, 33)"
2394,-85.125,4.625,"(18, 33)"
2395,-85.125,4.875,"(19, 33)"
2396,-85.125,5.125,"(20, 33)"
2397,-85.125,5.375,"(21, 33)"
2398,-85.125,5.625,"(22, 33)"
2399,-85.125,5.875,"(23, 33)"
2400,-85.125,6.125,"(24, 33)"
2401,-85.125,6.375,"(25, 33)"
2402,-85.125,6.625,"(26, 33)"
2403,-85.125,6.875,"(27, 33)"
2404,-85.125,7.125,"(28, 33)"
2405,-85.125,7.375,"(29, 33)"
2406,-85.125,7.625,"(30, 33)"
2407,-85.125,7.875,"(31, 33)"
2408,-85.125,8.125,"(32, 33)"
2409,-85.125,8.375,"(33, 33)"
2410,-85.125,8.625,"(34, 33)"
2411,-85.125,8.875,"(35, 33)"
2412,-85.125,9.125,"(36, 33)"
2413,-85.125,9.375,"(37, 33)"
2414,-85.125,9.625,"(38, 33)"
2415,-85.125,9.875,"(39, 33)"
2416,-85.125,10.125,"(40, 33)"
2417,-85.125,10.375,"(41, 33)"
2418,-85.125,10.625,"(42, 33)"
2419,-85.125,10.875,"(43, 33)"
2420,-85.125,11.125,"(44, 33)"
2421,-85.125,11.375,"(45, 33)"
2422,-85.125,11.625,"(46, 33)"
2423,-85.125,11.875,"(47, 33)"
2424,-85.125,12.125,"(48, 33)"
2425,-85.125,12.375,"(49, 33)"
2426,-85.125,12.625,"(50, 33)"
2427,-85.125,12.875,"(51, 33)"
2428,-85.125,13.125,"(52, 33)"
2429,-85.125,13.375,"(53, 33)"
2430,-85.125,13.625,"(54, 33)"
2431,-85.125,13.875,"(55, 33)"
2432,-85.125,14.125,"(56, 33)"
2433,-85.125,14.375,"(57, 33)"
2434,-85.125,14.625,"(58, 33)"
2435,-85.125,14.875,"(59, 33)"
2436,-85.125,15.125,"(60, 33)"
2437,-85.125,15.375,"(61, 33)"
2438,-85.125,15.625,"(62, 33)"
2439,-85.125,15.875,"(63, 33)"
2440,-85.125,16.125,"(64, 33)"
2441,-85.125,16.375,"(65, 33)"
2442,-85.125,16.625,"(66, 33)"
2443,-85.125,16.875,"(67, 33)"
2444,-85.125,17.125,"(68, 33)"
2445,-85.125,17.375,"(69, 33)"
2446,-85.125,17.625,"(70, 33)"
2447,-85.125,17.875,"(71, 33)"
2448,-84.875,0.125,"(0, 34)"
2449,-84.875,0.375,"(1, 34)"
2450,-84.875,0.625,"(2, 34)"
2451,-84.875,0.875,"(3, 34)"
2452,-84.875,1.125,"(4, 34)"
2453,-84.875,1.375,"(5, 34)"
2454,-84.875,1.625,"(6, 34)"
2455,-84.875,1.875,"(7, 34)"
2456,-84.875,2.125,"(8, 34)"
2457,-84.875,2.375,"(9, 34)"
2458,-84.875,2.625,"(10, 34)"
2459,-84.875,2.875,"(11, 34)"
2460,-84.875,3.125,"(12, 34)"
2461,-84.875,3.375,"(13, 34)"
2462,-84.875,3.625,"(14, 34)"
2463,-84.875,3.875,"(15, 34)"
2464,-84.875,4.125,"(16, 34)"
2465,-84.875,4.375,"(17, 34)"
2466,-84.875,4.625,"(18, 34)"
2467,-84.875,4.875,"(19, 34)"
2468,-84.875,5.125,"(20, 34)"
2469,-84.875,5.375,"(21, 34)"
2470,-84.875,5.625,"(22, 34)"
2471,-84.875,5.875,"(23, 34)"
2472,-84.875,6.125,"(24, 34)"
2473,-84.875,6.375,"(25, 34)"
2474,-84.875,6.625,"(26, 34)"
2475,-84.875,6.875,"(27, 34)"
2476,-84.875,7.125,"(28, 34)"
2477,-84.875,7.375,"(29, 34)"
2478,-84.875,7.625,"(30, 34)"
2479,-84.875,7.875,"(31, 34)"
2480,-84.875,8.125,"(32, 34)"
2481,-84.875,8.375,"(33, 34)"
2482,-84.875,8.625,"(34, 34)"
2483,-84.875,8.875,"(35, 34)"
2484,-84.875,9.125,"(36, 34)"
2485,-84.875,9.375,"(37, 34)"
2486,-84.875,9.625,"(38, 34)"
2487,-84.875,9.875,"(39, 34)"
2488,-84.875,10.125,"(40, 34)"
2489,-84.875,10.375,"(41, 34)"
2490,-84.875,10.625,"(42, 34)"
2491,-84.875,10.875,"(43, 34)"
2492,-84.875,11.125,"(44, 34)"
2493,-84.875,11.375,"(45, 34)"
2494,-84.875,11.625,"(46, 34)"
2495,-84.875,11.875,"(47, 34)"
2496,-84.875,12.125,"(48, 34)"
2497,-84.875,12.375,"(49, 34)"
2498,-84.875,12.625,"(50, 34)"
2499,-84.875,12.875,"(51, 34)"
2500,-84.875,13.125,"(52, 34)"
2501,-84.875,13.375,"(53, 34)"
2502,-84.875,13.625,"(54, 34)"
2503,-84.875,13.875,"(55, 34)"
2504,-84.875,14.125,"(56, 34)"
2505,-84.875,14.375,"(57, 34)"
2506,-84.875,14.625,"(58, 34)"
2507,-84.875,14.875,"(59, 34)"
2508,-84.875,15.125,"(60, 34)"
2509,-84.875,15.375,"(61, 34)"
2510,-84.875,15.625,"(62, 34)"
2511,-84.875,15.875,"(63, 34)"
2512,-84.875,16.125,"(64, 34)"
2513,-84.875,16.375,"(65, 34)"
2514,-84.875,16.625,"(66, 34)"
2515,-84.875,16.875,"(67, 34)"
2516,-84.875,17.125,"(68, 34)"
2517,-84.875,17.375,"(69, 34)"
2518,-84.875,17.625,"(70, 34)"
2519,-84.875,17.875,"(71, 34)"
2520,-84.625,0.125,"(0, 35)"
2521,-84.625,0.375,"(1, 35)"
2522,-84.625,0.625,"(2, 35)"
2523,-84.625,0.875,"(3, 35)"
2524,-84.625,1.125,"(4, 35)"
2525,-84.625,1.375,"(5, 35)"
2526,-84.625,1.625,"(6, 35)"
2527,-84.625,1.875,"(7, 35)"
2528,-84.625,2.125,"(8, 35)"
2529,-84.625,2.375,"(9, 35)"
2530,-84.625,2.625,"(10, 35)"
2531,-84.625,2.875,"(11, 35)"
2532,-84.625,3.125,"(12, 35)"
2533,-84.625,3.375,"(13, 35)"
2534,-84.625,3.625,"(14, 35)"
2535,-84.625,3.875,"(15, 35)"
2536,-84.625,4.125,"(16, 35)"
2537,-84.625,4.375,"(17, 35)"
2538,-84.625,4.625,"(18, 35)"
2539,-84.625,4.875,"(19, 35)"
2540,-84.625,5.125,"(20, 35)"
2541,-84.625,5.375,"(21, 35)"
2542,-84.625,5.625,"(22, 35)"
2543,-84.625,5.875,"(23, 35)"
2544,-84.625,6.125,"(24, 35)"
2545,-84.625,6.375,"(25, 35)"
2546,-84.625,6.625,"(26, 35)"
2547,-84.625,6.875,"(27, 35)"
2548,-84.625,7.125,"(28, 35)"
2549,-84.625,7.375,"(29, 35)"
2550,-84.625,7.625,"(30, 35)"
2551,-84.625,7.875,"(31, 35)"
2552,-84.625,8.125,"(32, 35)"
2553,-84.625,8.375,"(33, 35)"
2554,-84.625,8.625,"(34, 35)"
2555,-84.625,8.875,"(35, 35)"
2556,-84.625,9.125,"(36, 35)"
2557,-84.625,9.375,"(37, 35)"
2558,-84.625,9.625,"(38, 35)"
2559,-84.625,9.875,"(39, 35)"
2560,-84.625,10.125,"(40, 35)"
2561,-84.625,10.375,"(41, 35)"
2562,-84.625,10.625,"(42, 35)"
2563,-84.625,10.875,"(43, 35)"
2564,-84.625,11.125,"(44, 35)"
2565,-84.625,11.375,"(45, 35)"
2566,-84.625,11.625,"(46, 35)"
2567,-84.625,11.875,"(47, 35)"
2568,-84.625,12.125,"(48, 35)"
2569,-84.625,12.375,"(49, 35)"
2570,-84.625,12.625,"(50, 35)"
2571,-84.625,12.875,"(51, 35)"
2572,-84.625,13.125,"(52, 35)"
2573,-84.625,13.375,"(53, 35)"
2574,-84.625,13.625,"(54, 35)"
2575,-84.625,13.875,"(55, 35)"
2576,-84.625,14.125,"(56, 35)"
2577,-84.625,14.375,"(57, 35)"
2578,-84.625,14.625,"(58, 35)"
2579,-84.625,14.875,"(59, 35)"
2580,-84.625,15.125,"(60, 35)"
2581,-84.625,15.375,"(61, 35)"
2582,-84.625,15.625,"(62, 35)"
2583,-84.625,15.875,"(63, 35)"
2584,-84.625,16.125,"(64, 35)"
2585,-84.625,16.375,"(65, 35)"
2586,-84.625,16.625,"(66, 35)"
2587,-84.625,16.875,"(67, 35)"
2588,-84.625,17.125,"(68, 35)"
2589,-84.625,17.375,"(69, 35)"
2590,-84.625,17.625,"(70, 35)"
2591,-84.625,17.875,"(71, 35)"
2592,-84.375,0.125,"(0, 36)"
2593,-84.375,0.375,"(1, 36)"
2594,-84.375,0.625,"(2, 36)"
2595,-84.375,0.875,"(3, 36)"
2596,-84.375,1.125,"(4, 36)"
2597,-84.375,1.375,"(5, 36)"
2598,-84.375,1.625,"(6, 36)"
2599,-84.375,1.875,"(7, 36)"
2600,-84.375,2.125,"(8, 36)"
2601,-84.375,2.375,"(9, 36)"
2602,-84.375,2.625,"(10, 36)"
2603,-84.375,2.875,"(11, 36)"
2604,-84.375,3.125,"(12, 36)"
2605,-84.375,3.375,"(13, 36)"
2606,-84.375,3.625,"(14, 36)"
2607,-84.375,3.875,"(15, 36)"
2608,-84.375,4.125,"(16, 36)"
2609,-84.375,4.375,"(17, 36)"
2610,-84.375,4.625,"(18, 36)"
2611,-84.375,4.875,"(19, 36)"
2612,-84.375,5.125,"(20, 36)"
2613,-84.375,5.375,"(21, 36)"
2614,-84.375,5.625,"(22, 36)"
2615,-84.375,5.875,"(23, 36)"
2616,-84.375,6.125,"(24, 36)"
2617,-84.375,6.375,"(25, 36)"
2618,-84.375,6.625,"(26, 36)"
2619,-84.375,6.875,"(27, 36)"
2620,-84.375,7.125,"(28, 36)"
2621,-84.375,7.375,"(29, 36)"
2622,-84.375,7.625,"(30, 36)"
2623,-84.375,7.875,"(31, 36)"
2624,-84.375,8.125,"(32, 36)"
2625,-84.375,8.375,"(33, 36)"
2626,-84.375,8.625,"(34, 36)"
2627,-84.375,8.875,"(35, 36)"
2628,-84.375,9.125,"(36, 36)"
2629,-84.375,9.375,"(37, 36)"
2630,-84.375,9.625,"(38, 36)"
2631,-84.375,9.875,"(39, 36)"
2632,-84.375,10.125,"(40, 36)"
2633,-84.375,10.375,"(41, 36)"
2634,-84.375,10.625,"(42, 36)"
2635,-84.375,10.875,"(43, 36)"
2636,-84.375,11.125,"(44, 36)"
2637,-84.375,11.375,"(45, 36)"
2638,-84.375,11.625,"(46, 36)"
2639,-84.375,11.875,"(47, 36)"
2640,-84.375,12.125,"(48, 36)"
2641,-84.375,12.375,"(49, 36)"
2642,-84.375,12.625,"(50, 36)"
2643,-84.375,12.875,"(51, 36)"
2644,-84.375,13.125,"(52, 36)"
2645,-84.375,13.375,"(53, 36)"
2646,-84.375,13.625,"(54, 36)"
2647,-84.375,13.875,"(55, 36)"
2648,-84.375,14.125,"(56, 36)"
2649,-84.375,14.375,"(57, 36)"
2650,-84.375,14.625,"(58, 36)"
2651,-84.375,14.875,"(59, 36)"
2652,-84.375,15.125,"(60, 36)"
2653,-84.375,15.375,"(61, 36)"
2654,-84.375,15.625,"(62, 36)"
2655,-84.375,15.875,"(63, 36)"
2656,-84.375,16.125,"(64, 36)"
2657,-84.375,16.375,"(65, 36)"
2658,-84.375,16.625,"(66, 36)"
2659,-84.375,16.875,"(67, 36)"
2660,-84.375,17.125,"(68, 36)"
2661,-84.375,17.375,"(69, 36)"
2662,-84.375,17.625,"(70, 36)"
2663,-84.375,17.875,"(71, 36)"
2664,-84.125,0.125,"(0, 37)"
2665,-84.125,0.375,"(1, 37)"
2666,-84.125,0.625,"(2, 37)"
2667,-84.125,0.875,"(3, 37)"
2668,-84.125,1.125,"(4, 37)"
2669,-84.125,1.375,"(5, 37)"
2670,-84.125,1.625,"(6, 37)"
2671,-84.125,1.875,"(7, 37)"
2672,-84.125,2.125,"(8, 37)"
2673,-84.125,2.375,"(9, 37)"
2674,-84.125,2.625,"(10, 37)"
2675,-84.125,2.875,"(11, 37)"
2676,-84.125,3.125,"(12, 37)"
2677,-84.125,3.375,"(13, 37)"
2678,-84.125,3.625,"(14, 37)"
2679,-84.125,3.875,"(15, 37)"
2680,-84.125,4.125,"(16, 37)"
2681,-84.125,4.375,"(17, 37)"
2682,-84.125,4.625,"(18, 37)"
2683,-84.125,4.875,"(19, 37)"
2684,-84.125,5.125,"(20, 37)"
2685,-84.125,5.375,"(21, 37)"
2686,-84.125,5.625,"(22, 37)"
2687,-84.125,5.875,"(23, 37)"
2688,-84.125,6.125,"(24, 37)"
2689,-84.125,6.375,"(25, 37)"
2690,-84.125,6.625,"(26, 37)"
2691,-84.125,6.875,"(27, 37)"
2692,-84.125,7.125,"(28, 37)"
2693,-84.125,7.375,"(29, 37)"
2694,-84.125,7.625,"(30, 37)"
2695,-84.125,7.875,"(31, 37)"
2696,-84.125,8.125,"(32, 37)"
2697,-84.125,8.375,"(33, 37)"
2698,-84.125,8.625,"(34, 37)"
2699,-84.125,8.875,"(35, 37)"
2700,-84.125,9.125,"(36, 37)"
2701,-84.125,9.375,"(37, 37)"
2702,-84.125,9.625,"(38, 37)"
2703,-84.125,9.875,"(39, 37)"
2704,-84.125,10.125,"(40, 37)"
