,geometry
2526,POINT (-84.625 1.625)
2527,POINT (-84.625 1.875)
2528,POINT (-84.625 2.125)
2529,POINT (-84.625 2.375)
2530,POINT (-84.625 2.625)
2531,POINT (-84.625 2.875)
2532,POINT (-84.625 3.125)
2533,POINT (-84.625 3.375)
2534,POINT (-84.625 3.625)
2535,POINT (-84.625 3.875)
2536,POINT (-84.625 4.125)
2537,POINT (-84.625 4.375)
2538,POINT (-84.625 4.625)
2539,POINT (-84.625 4.875)
2540,POINT (-84.625 5.125)
2541,POINT (-84.625 5.375)
2542,POINT (-84.625 5.625)
2543,POINT (-84.625 5.875)
2544,POINT (-84.625 6.125)
2545,POINT (-84.625 6.375)
2546,POINT (-84.625 6.625)
2547,POINT (-84.625 6.875)
2548,POINT (-84.625 7.125)
2549,POINT (-84.625 7.375)
2550,POINT (-84.625 7.625)
2551,POINT (-84.625 7.875)
2552,POINT (-84.625 8.125)
2553,POINT (-84.625 8.375)
2554,POINT (-84.625 8.625)
2555,POINT (-84.625 8.875)
2556,POINT (-84.625 9.125)
2557,POINT (-84.625 9.375)
2558,POINT (-84.625 9.625)
2559,POINT (-84.625 9.875)
2560,POINT (-84.625 10.125)
2561,POINT (-84.625 10.375)
2562,POINT (-84.625 10.625)
2563,POINT (-84.625 10.875)
2564,POINT (-84.625 11.125)
2565,POINT (-84.625 11.375)
2566,POINT (-84.625 11.625)
2567,POINT (-84.625 11.875)
2568,POINT (-84.625 12.125)
2569,POINT (-84.625 12.375)
2570,POINT (-84.625 12.625)
2571,POINT (-84.625 12.875)
2572,POINT (-84.625 13.125)
2573,POINT (-84.625 13.375)
2574,POINT (-84.625 13.625)
2575,POINT (-84.625 13.875)
2576,POINT (-84.625 14.125)
2577,POINT (-84.625 14.375)
2578,POINT (-84.625 14.625)
2579,POINT (-84.625 14.875)
2580,POINT (-84.625 15.125)
2581,POINT (-84.625 15.375)
2582,POINT (-84.625 15.625)
2583,POINT (-84.625 15.875)
2584,POINT (-84.625 16.125)
2585,POINT (-84.625 16.375)
2586,POINT (-84.625 16.625)
2587,POINT (-84.625 16.875)
2588,POINT (-84.625 17.125)
2589,POINT (-84.625 17.375)
2590,POINT (-84.625 17.625)
2591,POINT (-84.625 17.875)
2592,POINT (-84.375 0.125)
2593,POINT (-84.375 0.375)
2594,POINT (-84.375 0.625)
2595,POINT (-84.375 0.875)
2596,POINT (-84.375 1.125)
2597,POINT (-84.375 1.375)
2598,POINT (-84.375 1.625)
2599,POINT (-84.375 1.875)
2600,POINT (-84.375 2.125)
2601,POINT (-84.375 2.375)
2602,POINT (-84.375 2.625)
2603,POINT (-84.375 2.875)
2604,POINT (-84.375 3.125)
2605,POINT (-84.375 3.375)
2606,POINT (-84.375 3.625)
2607,POINT (-84.375 3.875)
2608,POINT (-84.375 4.125)
2609,POINT (-84.375 4.375)
2610,POINT (-84.375 4.625)
2611,POINT (-84.375 4.875)
2612,POINT (-84.375 5.125)
2613,POINT (-84.375 5.375)
2614,POINT (-84.375 5.625)
2615,POINT (-84.375 5.875)
2616,POINT (-84.375 6.125)
2617,POINT (-84.375 6.375)
2618,POINT (-84.375 6.625)
2619,POINT (-84.375 6.875)
2620,POINT (-84.375 7.125)
2621,POINT (-84.375 7.375)
2622,POINT (-84.375 7.625)
2623,POINT (-84.375 7.875)
2624,POINT (-84.375 8.125)
2625,POINT (-84.375 8.375)
2626,POINT (-84.375 8.625)
2627,POINT (-84.375 8.875)
2628,POINT (-84.375 9.125)
2629,POINT (-84.375 9.375)
2630,POINT (-84.375 9.625)
2631,POINT (-84.375 9.875)
2632,POINT (-84.375 10.125)
2633,POINT (-84.375 10.375)
2634,POINT (-84.375 10.625)
2635,POINT (-84.375 10.875)
2636,POINT (-84.375 11.125)
2637,POINT (-84.375 11.375)
2638,POINT (-84.375 11.625)
2639,POINT (-84.375 11.875)
2640,POINT (-84.375 12.125)
2641,POINT (-84.375 12.375)
2642,POINT (-84.375 12.625)
2643,POINT (-84.375 12.875)
2644,POINT (-84.375 13.125)
2645,POINT (-84.375 13.375)
2646,POINT (-84.375 13.625)
2647,POINT (-84.375 13.875)
2648,POINT (-84.375 14.125)
2649,POINT (-84.375 14.375)
2650,POINT (-84.375 14.625)
2651,POINT (-84.375 14.875)
2652,POINT (-84.375 15.125)
2653,POINT (-84.375 15.375)
2654,POINT (-84.375 15.625)
2655,POINT (-84.375 15.875)
2656,POINT (-84.375 16.125)
2657,POINT (-84.375 16.375)
2658,POINT (-84.375 16.625)
2659,POINT (-84.375 16.875)
2660,POINT (-84.375 17.125)
2661,POINT (-84.375 17.375)
2662,POINT (-84.375 17.625)
2663,POINT (-84.375 17.875)
2664,POINT (-84.125 0.125)
2665,POINT (-84.125 0.375)
2666,POINT (-84.125 0.625)
2667,POINT (-84.125 0.875)
2668,POINT (-84.125 1.125)
2669,POINT (-84.125 1.375)
2670,POINT (-84.125 1.625)
2671,POINT (-84.125 1.875)
2672,POINT (-84.125 2.125)
2673,POINT (-84.125 2.375)
2674,POINT (-84.125 2.625)
2675,POINT (-84.125 2.875)
2676,POINT (-84.125 3.125)
2677,POINT (-84.125 3.375)
2678,POINT (-84.125 3.625)
2679,POINT (-84.125 3.875)
2680,POINT (-84.125 4.125)
2681,POINT (-84.125 4.375)
2682,POINT (-84.125 4.625)
2683,POINT (-84.125 4.875)
2684,POINT (-84.125 5.125)
2685,POINT (-84.125 5.375)
2686,POINT (-84.125 5.625)
2687,POINT (-84.125 5.875)
2688,POINT (-84.125 6.125)
2689,POINT (-84.125 6.375)
2690,POINT (-84.125 6.625)
2691,POINT (-84.125 6.875)
2692,POINT (-84.125 7.125)
2693,POINT (-84.125 7.375)
2694,POINT (-84.125 7.625)
2695,POINT (-84.125 7.875)
2696,POINT (-84.125 8.125)
2697,POINT (-84.125 8.375)
2698,POINT (-84.125 8.625)
2699,POINT (-84.125 8.875)
2700,POINT (-84.125 9.125)
2701,POINT (-84.125 9.375)
2702,POINT (-84.125 9.625)
2703,POINT (-84.125 9.875)
2704,POINT (-84.125 10.125)
2705,POINT (-84.125 10.375)
2706,POINT (-84.125 10.625)
2707,POINT (-84.125 10.875)
2708,POINT (-84.125 11.125)
2709,POINT (-84.125 11.375)
2710,POINT (-84.125 11.625)
2711,POINT (-84.125 11.875)
2712,POINT (-84.125 12.125)
2713,POINT (-84.125 12.375)
2714,POINT (-84.125 12.625)
2715,POINT (-84.125 12.875)
2716,POINT (-84.125 13.125)
2717,POINT (-84.125 13.375)
2718,POINT (-84.125 13.625)
2719,POINT (-84.125 13.875)
2720,POINT (-84.125 14.125)
2721,POINT (-84.125 14.375)
2722,POINT (-84.125 14.625)
2723,POINT (-84.125 14.875)
2724,POINT (-84.125 15.125)
2725,POINT (-84.125 15.375)
2726,POINT (-84.125 15.625)
2727,POINT (-84.125 15.875)
2728,POINT (-84.125 16.125)
2729,POINT (-84.125 16.375)
2730,POINT (-84.125 16.625)
2731,POINT (-84.125 16.875)
2732,POINT (-84.125 17.125)
2733,POINT (-84.125 17.375)
2734,POINT (-84.125 17.625)
2735,POINT (-84.125 17.875)
2736,POINT (-83.875 0.125)
2737,POINT (-83.875 0.375)
2738,POINT (-83.875 0.625)
2739,POINT (-83.875 0.875)
2740,POINT (-83.875 1.125)
2741,POINT (-83.875 1.375)
2742,POINT (-83.875 1.625)
2743,POINT (-83.875 1.875)
2744,POINT (-83.875 2.125)
2745,POINT (-83.875 2.375)
2746,POINT (-83.875 2.625)
2747,POINT (-83.875 2.875)
2748,POINT (-83.875 3.125)
2749,POINT (-83.875 3.375)
2750,POINT (-83.875 3.625)
2751,POINT (-83.875 3.875)
2752,POINT (-83.875 4.125)
2753,POINT (-83.875 4.375)
2754,POINT (-83.875 4.625)
2755,POINT (-83.875 4.875)
2756,POINT (-83.875 5.125)
2757,POINT (-83.875 5.375)
2758,POINT (-83.875 5.625)
2759,POINT (-83.875 5.875)
2760,POINT (-83.875 6.125)
2761,POINT (-83.875 6.375)
2762,POINT (-83.875 6.625)
2763,POINT (-83.875 6.875)
2764,POINT (-83.875 7.125)
2765,POINT (-83.875 7.375)
2766,POINT (-83.875 7.625)
2767,POINT (-83.875 7.875)
2768,POINT (-83.875 8.125)
2769,POINT (-83.875 8.375)
2770,POINT (-83.875 8.625)
2771,POINT (-83.875 8.875)
2772,POINT (-83.875 9.125)
2773,POINT (-83.875 9.375)
2774,POINT (-83.875 9.625)
2775,POINT (-83.875 9.875)
2776,POINT (-83.875 10.125)
2777,POINT (-83.875 10.375)
2778,POINT (-83.875 10.625)
2779,POINT (-83.875 10.875)
2780,POINT (-83.875 11.125)
2781,POINT (-83.875 11.375)
2782,POINT (-83.875 11.625)
2783,POINT (-83.875 11.875)
2784,POINT (-83.875 12.125)
2785,POINT (-83.875 12.375)
2786,POINT (-83.875 12.625)
2787,POINT (-83.875 12.875)
2788,POINT (-83.875 13.125)
2789,POINT (-83.875 13.375)
2790,POINT (-83.875 13.625)
2791,POINT (-83.875 13.875)
2792,POINT (-83.875 14.125)
2793,POINT (-83.875 14.375)
2794,POINT (-83.875 14.625)
2795,POINT (-83.875 14.875)
2796,POINT (-83.875 15.125)
2797,POINT (-83.875 15.375)
2798,POINT (-83.875 15.625)
2799,POINT (-83.875 15.875)
2800,POINT (-83.875 16.125)
2801,POINT (-83.875 16.375)
2802,POINT (-83.875 16.625)
2803,POINT (-83.875 16.875)
2804,POINT (-83.875 17.125)
2805,POINT (-83.875 17.375)
2806,POINT (-83.875 17.625)
2807,POINT (-83.875 17.875)
2808,POINT (-83.625 0.125)
2809,POINT (-83.625 0.375)
2810,POINT (-83.625 0.625)
2811,POINT (-83.625 0.875)
2812,POINT (-83.625 1.125)
2813,POINT (-83.625 1.375)
2814,POINT (-83.625 1.625)
2815,POINT (-83.625 1.875)
2816,POINT (-83.625 2.125)
2817,POINT (-83.625 2.375)
2818,POINT (-83.625 2.625)
2819,POINT (-83.625 2.875)
2820,POINT (-83.625 3.125)
2821,POINT (-83.625 3.375)
2822,POINT (-83.625 3.625)
2823,POINT (-83.625 3.875)
2824,POINT (-83.625 4.125)
2825,POINT (-83.625 4.375)
2826,POINT (-83.625 4.625)
2827,POINT (-83.625 4.875)
2828,POINT (-83.625 5.125)
2829,POINT (-83.625 5.375)
2830,POINT (-83.625 5.625)
2831,POINT (-83.625 5.875)
2832,POINT (-83.625 6.125)
2833,POINT (-83.625 6.375)
2834,POINT (-83.625 6.625)
2835,POINT (-83.625 6.875)
2836,POINT (-83.625 7.125)
2837,POINT (-83.625 7.375)
2838,POINT (-83.625 7.625)
2839,POINT (-83.625 7.875)
2840,POINT (-83.625 8.125)
2841,POINT (-83.625 8.375)
2842,POINT (-83.625 8.625)
2843,POINT (-83.625 8.875)
2844,POINT (-83.625 9.125)
2845,POINT (-83.625 9.375)
2846,POINT (-83.625 9.625)
2847,POINT (-83.625 9.875)
2848,POINT (-83.625 10.125)
2849,POINT (-83.625 10.375)
2850,POINT (-83.625 10.625)
2851,POINT (-83.625 10.875)
2852,POINT (-83.625 11.125)
2853,POINT (-83.625 11.375)
2854,POINT (-83.625 11.625)
2855,POINT (-83.625 11.875)
2856,POINT (-83.625 12.125)
2857,POINT (-83.625 12.375)
2858,POINT (-83.625 12.625)
2859,POINT (-83.625 12.875)
2860,POINT (-83.625 13.125)
2861,POINT (-83.625 13.375)
2862,POINT (-83.625 13.625)
2863,POINT (-83.625 13.875)
2864,POINT (-83.625 14.125)
2865,POINT (-83.625 14.375)
2866,POINT (-83.625 14.625)
2867,POINT (-83.625 14.875)
2868,POINT (-83.625 15.125)
2869,POINT (-83.625 15.375)
2870,POINT (-83.625 15.625)
2871,POINT (-83.625 15.875)
2872,POINT (-83.625 16.125)
2873,POINT (-83.625 16.375)
2874,POINT (-83.625 16.625)
2875,POINT (-83.625 16.875)
2876,POINT (-83.625 17.125)
2877,POINT (-83.625 17.375)
2878,POINT (-83.625 17.625)
2879,POINT (-83.625 17.875)
2880,POINT (-83.375 0.125)
2881,POINT (-83.375 0.375)
2882,POINT (-83.375 0.625)
2883,POINT (-83.375 0.875)
2884,POINT (-83.375 1.125)
2885,POINT (-83.375 1.375)
2886,POINT (-83.375 1.625)
2887,POINT (-83.375 1.875)
2888,POINT (-83.375 2.125)
2889,POINT (-83.375 2.375)
2890,POINT (-83.375 2.625)
2891,POINT (-83.375 2.875)
2892,POINT (-83.375 3.125)
2893,POINT (-83.375 3.375)
2894,POINT (-83.375 3.625)
2895,POINT (-83.375 3.875)
2896,POINT (-83.375 4.125)
2897,POINT (-83.375 4.375)
2898,POINT (-83.375 4.625)
2899,POINT (-83.375 4.875)
2900,POINT (-83.375 5.125)
2901,POINT (-83.375 5.375)
2902,POINT (-83.375 5.625)
2903,POINT (-83.375 5.875)
2904,POINT (-83.375 6.125)
2905,POINT (-83.375 6.375)
2906,POINT (-83.375 6.625)
2907,POINT (-83.375 6.875)
2908,POINT (-83.375 7.125)
2909,POINT (-83.375 7.375)
2910,POINT (-83.375 7.625)
2911,POINT (-83.375 7.875)
2912,POINT (-83.375 8.125)
2913,POINT (-83.375 8.375)
2914,POINT (-83.375 8.625)
2915,POINT (-83.375 8.875)
2916,POINT (-83.375 9.125)
2917,POINT (-83.375 9.375)
2918,POINT (-83.375 9.625)
2919,POINT (-83.375 9.875)
2920,POINT (-83.375 10.125)
2921,POINT (-83.375 10.375)
2922,POINT (-83.375 10.625)
2923,POINT (-83.375 10.875)
2924,POINT (-83.375 11.125)
2925,POINT (-83.375 11.375)
2926,POINT (-83.375 11.625)
2927,POINT (-83.375 11.875)
2928,POINT (-83.375 12.125)
2929,POINT (-83.375 12.375)
2930,POINT (-83.375 12.625)
2931,POINT (-83.375 12.875)
2932,POINT (-83.375 13.125)
2933,POINT (-83.375 13.375)
2934,POINT (-83.375 13.625)
2935,POINT (-83.375 13.875)
2936,POINT (-83.375 14.125)
2937,POINT (-83.375 14.375)
2938,POINT (-83.375 14.625)
2939,POINT (-83.375 14.875)
2940,POINT (-83.375 15.125)
2941,POINT (-83.375 15.375)
2942,POINT (-83.375 15.625)
2943,POINT (-83.375 15.875)
2944,POINT (-83.375 16.125)
2945,POINT (-83.375 16.375)
2946,POINT (-83.375 16.625)
2947,POINT (-83.375 16.875)
2948,POINT (-83.375 17.125)
2949,POINT (-83.375 17.375)
2950,POINT (-83.375 17.625)
2951,POINT (-83.375 17.875)
2952,POINT (-83.125 0.125)
2953,POINT (-83.125 0.375)
2954,POINT (-83.125 0.625)
2955,POINT (-83.125 0.875)
2956,POINT (-83.125 1.125)
2957,POINT (-83.125 1.375)
2958,POINT (-83.125 1.625)
2959,POINT (-83.125 1.875)
2960,POINT (-83.125 2.125)
2961,POINT (-83.125 2.375)
2962,POINT (-83.125 2.625)
2963,POINT (-83.125 2.875)
2964,POINT (-83.125 3.125)
2965,POINT (-83.125 3.375)
2966,POINT (-83.125 3.625)
2967,POINT (-83.125 3.875)
2968,POINT (-83.125 4.125)
2969,POINT (-83.125 4.375)
2970,POINT (-83.125 4.625)
2971,POINT (-83.125 4.875)
2972,POINT (-83.125 5.125)
2973,POINT (-83.125 5.375)
2974,POINT (-83.125 5.625)
2975,POINT (-83.125 5.875)
2976,POINT (-83.125 6.125)
2977,POINT (-83.125 6.375)
2978,POINT (-83.125 6.625)
2979,POINT (-83.125 6.875)
2980,POINT (-83.125 7.125)
2981,POINT (-83.125 7.375)
2982,POINT (-83.125 7.625)
2983,POINT (-83.125 7.875)
2984,POINT (-83.125 8.125)
2985,POINT (-83.125 8.375)
2986,POINT (-83.125 8.625)
2987,POINT (-83.125 8.875)
2988,POINT (-83.125 9.125)
2989,POINT (-83.125 9.375)
2990,POINT (-83.125 9.625)
2991,POINT (-83.125 9.875)
2992,POINT (-83.125 10.125)
2993,POINT (-83.125 10.375)
2994,POINT (-83.125 10.625)
2995,POINT (-83.125 10.875)
2996,POINT (-83.125 11.125)
2997,POINT (-83.125 11.375)
2998,POINT (-83.125 11.625)
2999,POINT (-83.125 11.875)
3000,POINT (-83.125 12.125)
3001,POINT (-83.125 12.375)
3002,POINT (-83.125 12.625)
3003,POINT (-83.125 12.875)
3004,POINT (-83.125 13.125)
3005,POINT (-83.125 13.375)
3006,POINT (-83.125 13.625)
3007,POINT (-83.125 13.875)
3008,POINT (-83.125 14.125)
3009,POINT (-83.125 14.375)
3010,POINT (-83.125 14.625)
3011,POINT (-83.125 14.875)
3012,POINT (-83.125 15.125)
3013,POINT (-83.125 15.375)
3014,POINT (-83.125 15.625)
3015,POINT (-83.125 15.875)
3016,POINT (-83.125 16.125)
3017,POINT (-83.125 16.375)
3018,POINT (-83.125 16.625)
3019,POINT (-83.125 16.875)
3020,POINT (-83.125 17.125)
3021,POINT (-83.125 17.375)
3022,POINT (-83.125 17.625)
3023,POINT (-83.125 17.875)
3024,POINT (-82.875 0.125)
3025,POINT (-82.875 0.375)
3026,POINT (-82.875 0.625)
3027,POINT (-82.875 0.875)
3028,POINT (-82.875 1.125)
3029,POINT (-82.875 1.375)
3030,POINT (-82.875 1.625)
3031,POINT (-82.875 1.875)
3032,POINT (-82.875 2.125)
3033,POINT (-82.875 2.375)
3034,POINT (-82.875 2.625)
3035,POINT (-82.875 2.875)
3036,POINT (-82.875 3.125)
3037,POINT (-82.875 3.375)
3038,POINT (-82.875 3.625)
3039,POINT (-82.875 3.875)
3040,POINT (-82.875 4.125)
3041,POINT (-82.875 4.375)
3042,POINT (-82.875 4.625)
3043,POINT (-82.875 4.875)
3044,POINT (-82.875 5.125)
3045,POINT (-82.875 5.375)
3046,POINT (-82.875 5.625)
3047,POINT (-82.875 5.875)
3048,POINT (-82.875 6.125)
3049,POINT (-82.875 6.375)
3050,POINT (-82.875 6.625)
3051,POINT (-82.875 6.875)
3052,POINT (-82.875 7.125)
3053,POINT (-82.875 7.375)
3054,POINT (-82.875 7.625)
3055,POINT (-82.875 7.875)
3056,POINT (-82.875 8.125)
3057,POINT (-82.875 8.375)
3058,POINT (-82.875 8.625)
3059,POINT (-82.875 8.875)
3060,POINT (-82.875 9.125)
3061,POINT (-82.875 9.375)
3062,POINT (-82.875 9.625)
3063,POINT (-82.875 9.875)
3064,POINT (-82.875 10.125)
3065,POINT (-82.875 10.375)
3066,POINT (-82.875 10.625)
3067,POINT (-82.875 10.875)
3068,POINT (-82.875 11.125)
3069,POINT (-82.875 11.375)
3070,POINT (-82.875 11.625)
3071,POINT (-82.875 11.875)
3072,POINT (-82.875 12.125)
3073,POINT (-82.875 12.375)
3074,POINT (-82.875 12.625)
3075,POINT (-82.875 12.875)
3076,POINT (-82.875 13.125)
3077,POINT (-82.875 13.375)
3078,POINT (-82.875 13.625)
3079,POINT (-82.875 13.875)
3080,POINT (-82.875 14.125)
3081,POINT (-82.875 14.375)
3082,POINT (-82.875 14.625)
3083,POINT (-82.875 14.875)
3084,POINT (-82.875 15.125)
3085,POINT (-82.875 15.375)
3086,POINT (-82.875 15.625)
3087,POINT (-82.875 15.875)
3088,POINT (-82.875 16.125)
3089,POINT (-82.875 16.375)
3090,POINT (-82.875 16.625)
3091,POINT (-82.875 16.875)
3092,POINT (-82.875 17.125)
3093,POINT (-82.875 17.375)
3094,POINT (-82.875 17.625)
3095,POINT (-82.875 17.875)
3096,POINT (-82.625 0.125)
3097,POINT (-82.625 0.375)
3098,POINT (-82.625 0.625)
3099,POINT (-82.625 0.875)
3100,POINT (-82.625 1.125)
3101,POINT (-82.625 1.375)
3102,POINT (-82.625 1.625)
3103,POINT (-82.625 1.875)
3104,POINT (-82.625 2.125)
3105,POINT (-82.625 2.375)
3106,POINT (-82.625 2.625)
3107,POINT (-82.625 2.875)
3108,POINT (-82.625 3.125)
3109,POINT (-82.625 3.375)
3110,POINT (-82.625 3.625)
3111,POINT (-82.625 3.875)
3112,POINT (-82.625 4.125)
3113,POINT (-82.625 4.375)
3114,POINT (-82.625 4.625)
3115,POINT (-82.625 4.875)
3116,POINT (-82.625 5.125)
3117,POINT (-82.625 5.375)
3118,POINT (-82.625 5.625)
3119,POINT (-82.625 5.875)
3120,POINT (-82.625 6.125)
3121,POINT (-82.625 6.375)
3122,POINT (-82.625 6.625)
3123,POINT (-82.625 6.875)
3124,POINT (-82.625 7.125)
3125,POINT (-82.625 7.375)
3126,POINT (-82.625 7.625)
3127,POINT (-82.625 7.875)
3128,POINT (-82.625 8.125)
3129,POINT (-82.625 8.375)
3130,POINT (-82.625 8.625)
3131,POINT (-82.625 8.875)
3132,POINT (-82.625 9.125)
3133,POINT (-82.625 9.375)
3134,POINT (-82.625 9.625)
3135,POINT (-82.625 9.875)
3136,POINT (-82.625 10.125)
3137,POINT (-82.625 10.375)
3138,POINT (-82.625 10.625)
3139,POINT (-82.625 10.875)
3140,POINT (-82.625 11.125)
3141,POINT (-82.625 11.375)
3142,POINT (-82.625 11.625)
3143,POINT (-82.625 11.875)
3144,POINT (-82.625 12.125)
3145,POINT (-82.625 12.375)
3146,POINT (-82.625 12.625)
3147,POINT (-82.625 12.875)
3148,POINT (-82.625 13.125)
3149,POINT (-82.625 13.375)
3150,POINT (-82.625 13.625)
3151,POINT (-82.625 13.875)
3152,POINT (-82.625 14.125)
3153,POINT (-82.625 14.375)
3154,POINT (-82.625 14.625)
3155,POINT (-82.625 14.875)
3156,POINT (-82.625 15.125)
3157,POINT (-82.625 15.375)
3158,POINT (-82.625 15.625)
3159,POINT (-82.625 15.875)
3160,POINT (-82.625 16.125)
3161,POINT (-82.625 16.375)
3162,POINT (-82.625 16.625)
3163,POINT (-82.625 16.875)
3164,POINT (-82.625 17.125)
3165,POINT (-82.625 17.375)
3166,POINT (-82.625 17.625)
3167,POINT (-82.625 17.875)
3168,POINT (-82.375 0.125)
3169,POINT (-82.375 0.375)
3170,POINT (-82.375 0.625)
3171,POINT (-82.375 0.875)
3172,POINT (-82.375 1.125)
3173,POINT (-82.375 1.375)
3174,POINT (-82.375 1.625)
3175,POINT (-82.375 1.875)
3176,POINT (-82.375 2.125)
3177,POINT (-82.375 2.375)
3178,POINT (-82.375 2.625)
3179,POINT (-82.375 2.875)
3180,POINT (-82.375 3.125)
3181,POINT (-82.375 3.375)
3182,POINT (-82.375 3.625)
3183,POINT (-82.375 3.875)
3184,POINT (-82.375 4.125)
3185,POINT (-82.375 4.375)
3186,POINT (-82.375 4.625)
3187,POINT (-82.375 4.875)
3188,POINT (-82.375 5.125)
3189,POINT (-82.375 5.375)
3190,POINT (-82.375 5.625)
3191,POINT (-82.375 5.875)
3192,POINT (-82.375 6.125)
3193,POINT (-82.375 6.375)
3194,POINT (-82.375 6.625)
3195,POINT (-82.375 6.875)
3196,POINT (-82.375 7.125)
3197,POINT (-82.375 7.375)
3198,POINT (-82.375 7.625)
3199,POINT (-82.375 7.875)
3200,POINT (-82.375 8.125)
3201,POINT (-82.375 8.375)
3202,POINT (-82.375 8.625)
3203,POINT (-82.375 8.875)
3204,POINT (-82.375 9.125)
3205,POINT (-82.375 9.375)
3206,POINT (-82.375 9.625)
3207,POINT (-82.375 9.875)
3208,POINT (-82.375 10.125)
3209,POINT (-82.375 10.375)
3210,POINT (-82.375 10.625)
3211,POINT (-82.375 10.875)
3212,POINT (-82.375 11.125)
3213,POINT (-82.375 11.375)
3214,POINT (-82.375 11.625)
3215,POINT (-82.375 11.875)
3216,POINT (-82.375 12.125)
3217,POINT (-82.375 12.375)
3218,POINT (-82.375 12.625)
3219,POINT (-82.375 12.875)
3220,POINT (-82.375 13.125)
3221,POINT (-82.375 13.375)
3222,POINT (-82.375 13.625)
3223,POINT (-82.375 13.875)
3224,POINT (-82.375 14.125)
3225,POINT (-82.375 14.375)
3226,POINT (-82.375 14.625)
3227,POINT (-82.375 14.875)
3228,POINT (-82.375 15.125)
3229,POINT (-82.375 15.375)
3230,POINT (-82.375 15.625)
3231,POINT (-82.375 15.875)
3232,POINT (-82.375 16.125)
3233,POINT (-82.375 16.375)
3234,POINT (-82.375 16.625)
3235,POINT (-82.375 16.875)
3236,POINT (-82.375 17.125)
3237,POINT (-82.375 17.375)
3238,POINT (-82.375 17.625)
3239,POINT (-82.375 17.875)
3240,POINT (-82.125 0.125)
3241,POINT (-82.125 0.375)
3242,POINT (-82.125 0.625)
3243,POINT (-82.125 0.875)
3244,POINT (-82.125 1.125)
3245,POINT (-82.125 1.375)
3246,POINT (-82.125 1.625)
3247,POINT (-82.125 1.875)
3248,POINT (-82.125 2.125)
3249,POINT (-82.125 2.375)
3250,POINT (-82.125 2.625)
3251,POINT (-82.125 2.875)
3252,POINT (-82.125 3.125)
3253,POINT (-82.125 3.375)
3254,POINT (-82.125 3.625)
3255,POINT (-82.125 3.875)
3256,POINT (-82.125 4.125)
3257,POINT (-82.125 4.375)
3258,POINT (-82.125 4.625)
3259,POINT (-82.125 4.875)
3260,POINT (-82.125 5.125)
3261,POINT (-82.125 5.375)
3262,POINT (-82.125 5.625)
3263,POINT (-82.125 5.875)
3264,POINT (-82.125 6.125)
3265,POINT (-82.125 6.375)
3266,POINT (-82.125 6.625)
3267,POINT (-82.125 6.875)
3268,POINT (-82.125 7.125)
3269,POINT (-82.125 7.375)
3270,POINT (-82.125 7.625)
3271,POINT (-82.125 7.875)
3272,POINT (-82.125 8.125)
3273,POINT (-82.125 8.375)
3274,POINT (-82.125 8.625)
3275,POINT (-82.125 8.875)
3276,POINT (-82.125 9.125)
3277,POINT (-82.125 9.375)
3278,POINT (-82.125 9.625)
3279,POINT (-82.125 9.875)
3280,POINT (-82.125 10.125)
3281,POINT (-82.125 10.375)
3282,POINT (-82.125 10.625)
3283,POINT (-82.125 10.875)
3284,POINT (-82.125 11.125)
3285,POINT (-82.125 11.375)
3286,POINT (-82.125 11.625)
3287,POINT (-82.125 11.875)
3288,POINT (-82.125 12.125)
3289,POINT (-82.125 12.375)
3290,POINT (-82.125 12.625)
3291,POINT (-82.125 12.875)
3292,POINT (-82.125 13.125)
3293,POINT (-82.125 13.375)
3294,POINT (-82.125 13.625)
3295,POINT (-82.125 13.875)
3296,POINT (-82.125 14.125)
3297,POINT (-82.125 14.375)
3298,POINT (-82.125 14.625)
3299,POINT (-82.125 14.875)
3300,POINT (-82.125 15.125)
3301,POINT (-82.125 15.375)
3302,POINT (-82.125 15.625)
3303,POINT (-82.125 15.875)
3304,POINT (-82.125 16.125)
3305,POINT (-82.125 16.375)
3306,POINT (-82.125 16.625)
3307,POINT (-82.125 16.875)
3308,POINT (-82.125 17.125)
3309,POINT (-82.125 17.375)
3310,POINT (-82.125 17.625)
3311,POINT (-82.125 17.875)
3312,POINT (-81.875 0.125)
3313,POINT (-81.875 0.375)
3314,POINT (-81.875 0.625)
3315,POINT (-81.875 0.875)
3316,POINT (-81.875 1.125)
3317,POINT (-81.875 1.375)
3318,POINT (-81.875 1.625)
3319,POINT (-81.875 1.875)
3320,POINT (-81.875 2.125)
3321,POINT (-81.875 2.375)
3322,POINT (-81.875 2.625)
3323,POINT (-81.875 2.875)
3324,POINT (-81.875 3.125)
3325,POINT (-81.875 3.375)
3326,POINT (-81.875 3.625)
3327,POINT (-81.875 3.875)
3328,POINT (-81.875 4.125)
3329,POINT (-81.875 4.375)
3330,POINT (-81.875 4.625)
3331,POINT (-81.875 4.875)
3332,POINT (-81.875 5.125)
3333,POINT (-81.875 5.375)
3334,POINT (-81.875 5.625)
3335,POINT (-81.875 5.875)
3336,POINT (-81.875 6.125)
3337,POINT (-81.875 6.375)
3338,POINT (-81.875 6.625)
3339,POINT (-81.875 6.875)
3340,POINT (-81.875 7.125)
3341,POINT (-81.875 7.375)
3342,POINT (-81.875 7.625)
3343,POINT (-81.875 7.875)
3344,POINT (-81.875 8.125)
3345,POINT (-81.875 8.375)
3346,POINT (-81.875 8.625)
3347,POINT (-81.875 8.875)
3348,POINT (-81.875 9.125)
