,geometry
4995,POINT (-76.125 6.875)
4996,POINT (-76.125 7.125)
4997,POINT (-76.125 7.375)
4998,POINT (-76.125 7.625)
4999,POINT (-76.125 7.875)
5000,POINT (-76.125 8.125)
5001,POINT (-76.125 8.375)
5002,POINT (-76.125 8.625)
5003,POINT (-76.125 8.875)
5004,POINT (-76.125 9.125)
5005,POINT (-76.125 9.375)
5006,POINT (-76.125 9.625)
5007,POINT (-76.125 9.875)
5008,POINT (-76.125 10.125)
5009,POINT (-76.125 10.375)
5010,POINT (-76.125 10.625)
5011,POINT (-76.125 10.875)
5012,POINT (-76.125 11.125)
5013,POINT (-76.125 11.375)
5014,POINT (-76.125 11.625)
5015,POINT (-76.125 11.875)
5016,POINT (-76.125 12.125)
5017,POINT (-76.125 12.375)
5018,POINT (-76.125 12.625)
5019,POINT (-76.125 12.875)
5020,POINT (-76.125 13.125)
5021,POINT (-76.125 13.375)
5022,POINT (-76.125 13.625)
5023,POINT (-76.125 13.875)
5024,POINT (-76.125 14.125)
5025,POINT (-76.125 14.375)
5026,POINT (-76.125 14.625)
5027,POINT (-76.125 14.875)
5028,POINT (-76.125 15.125)
5029,POINT (-76.125 15.375)
5030,POINT (-76.125 15.625)
5031,POINT (-76.125 15.875)
5032,POINT (-76.125 16.125)
5033,POINT (-76.125 16.375)
5034,POINT (-76.125 16.625)
5035,POINT (-76.125 16.875)
5036,POINT (-76.125 17.125)
5037,POINT (-76.125 17.375)
5038,POINT (-76.125 17.625)
5039,POINT (-76.125 17.875)
5040,POINT (-75.875 0.125)
5041,POINT (-75.875 0.375)
5042,POINT (-75.875 0.625)
5043,POINT (-75.875 0.875)
5044,POINT (-75.875 1.125)
5045,POINT (-75.875 1.375)
5046,POINT (-75.875 1.625)
5047,POINT (-75.875 1.875)
5048,POINT (-75.875 2.125)
5049,POINT (-75.875 2.375)
5050,POINT (-75.875 2.625)
5051,POINT (-75.875 2.875)
5052,POINT (-75.875 3.125)
5053,POINT (-75.875 3.375)
5054,POINT (-75.875 3.625)
5055,POINT (-75.875 3.875)
5056,POINT (-75.875 4.125)
5057,POINT (-75.875 4.375)
5058,POINT (-75.875 4.625)
5059,POINT (-75.875 4.875)
5060,POINT (-75.875 5.125)
5061,POINT (-75.875 5.375)
5062,POINT (-75.875 5.625)
5063,POINT (-75.875 5.875)
5064,POINT (-75.875 6.125)
5065,POINT (-75.875 6.375)
5066,POINT (-75.875 6.625)
5067,POINT (-75.875 6.875)
5068,POINT (-75.875 7.125)
5069,POINT (-75.875 7.375)
5070,POINT (-75.875 7.625)
5071,POINT (-75.875 7.875)
5072,POINT (-75.875 8.125)
5073,POINT (-75.875 8.375)
5074,POINT (-75.875 8.625)
5075,POINT (-75.875 8.875)
5076,POINT (-75.875 9.125)
5077,POINT (-75.875 9.375)
5078,POINT (-75.875 9.625)
5079,POINT (-75.875 9.875)
5080,POINT (-75.875 10.125)
5081,POINT (-75.875 10.375)
5082,POINT (-75.875 10.625)
5083,POINT (-75.875 10.875)
5084,POINT (-75.875 11.125)
5085,POINT (-75.875 11.375)
5086,POINT (-75.875 11.625)
5087,POINT (-75.875 11.875)
5088,POINT (-75.875 12.125)
5089,POINT (-75.875 12.375)
5090,POINT (-75.875 12.625)
5091,POINT (-75.875 12.875)
5092,POINT (-75.875 13.125)
5093,POINT (-75.875 13.375)
5094,POINT (-75.875 13.625)
5095,POINT (-75.875 13.875)
5096,POINT (-75.875 14.125)
5097,POINT (-75.875 14.375)
5098,POINT (-75.875 14.625)
5099,POINT (-75.875 14.875)
5100,POINT (-75.875 15.125)
5101,POINT (-75.875 15.375)
5102,POINT (-75.875 15.625)
5103,POINT (-75.875 15.875)
5104,POINT (-75.875 16.125)
5105,POINT (-75.875 16.375)
5106,POINT (-75.875 16.625)
5107,POINT (-75.875 16.875)
5108,POINT (-75.875 17.125)
5109,POINT (-75.875 17.375)
5110,POINT (-75.875 17.625)
5111,POINT (-75.875 17.875)
5112,POINT (-75.625 0.125)
5113,POINT (-75.625 0.375)
5114,POINT (-75.625 0.625)
5115,POINT (-75.625 0.875)
5116,POINT (-75.625 1.125)
5117,POINT (-75.625 1.375)
5118,POINT (-75.625 1.625)
5119,POINT (-75.625 1.875)
5120,POINT (-75.625 2.125)
5121,POINT (-75.625 2.375)
5122,POINT (-75.625 2.625)
5123,POINT (-75.625 2.875)
5124,POINT (-75.625 3.125)
5125,POINT (-75.625 3.375)
5126,POINT (-75.625 3.625)
5127,POINT (-75.625 3.875)
5128,POINT (-75.625 4.125)
5129,POINT (-75.625 4.375)
5130,POINT (-75.625 4.625)
5131,POINT (-75.625 4.875)
5132,POINT (-75.625 5.125)
5133,POINT (-75.625 5.375)
5134,POINT (-75.625 5.625)
5135,POINT (-75.625 5.875)
5136,POINT (-75.625 6.125)
5137,POINT (-75.625 6.375)
5138,POINT (-75.625 6.625)
5139,POINT (-75.625 6.875)
5140,POINT (-75.625 7.125)
5141,POINT (-75.625 7.375)
5142,POINT (-75.625 7.625)
5143,POINT (-75.625 7.875)
5144,POINT (-75.625 8.125)
5145,POINT (-75.625 8.375)
5146,POINT (-75.625 8.625)
5147,POINT (-75.625 8.875)
5148,POINT (-75.625 9.125)
5149,POINT (-75.625 9.375)
5150,POINT (-75.625 9.625)
5151,POINT (-75.625 9.875)
5152,POINT (-75.625 10.125)
5153,POINT (-75.625 10.375)
5154,POINT (-75.625 10.625)
5155,POINT (-75.625 10.875)
5156,POINT (-75.625 11.125)
5157,POINT (-75.625 11.375)
5158,POINT (-75.625 11.625)
5159,POINT (-75.625 11.875)
5160,POINT (-75.625 12.125)
5161,POINT (-75.625 12.375)
5162,POINT (-75.625 12.625)
5163,POINT (-75.625 12.875)
5164,POINT (-75.625 13.125)
5165,POINT (-75.625 13.375)
5166,POINT (-75.625 13.625)
5167,POINT (-75.625 13.875)
5168,POINT (-75.625 14.125)
5169,POINT (-75.625 14.375)
5170,POINT (-75.625 14.625)
5171,POINT (-75.625 14.875)
5172,POINT (-75.625 15.125)
5173,POINT (-75.625 15.375)
5174,POINT (-75.625 15.625)
5175,POINT (-75.625 15.875)
5176,POINT (-75.625 16.125)
5177,POINT (-75.625 16.375)
5178,POINT (-75.625 16.625)
5179,POINT (-75.625 16.875)
5180,POINT (-75.625 17.125)
5181,POINT (-75.625 17.375)
5182,POINT (-75.625 17.625)
5183,POINT (-75.625 17.875)
